point_id,y,prod_level,alloc_key,cell5m,x,name_cntr,name_adm1,name_adm2,lon,lat,mean_rain_mm,mean_ET_apr_sep_mm_1990_2020
0,ETH,ET11004,9032615,3899254,37.875,Ethiopia,Tigray,North Western Tigray,37.875,14.79166667,648.1262798,329.95278138387096
1,ETH,ET11004,9032616,3899255,37.95833333,Ethiopia,Tigray,North Western Tigray,37.95833333,14.79166667,662.0953745,328.47018063225806
2,ETH,ET11004,9042615,3903574,37.875,Ethiopia,Tigray,North Western Tigray,37.875,14.70833333,648.2396845,329.95278138387096
3,ETH,ET11004,9042617,3903576,38.04166667,Ethiopia,Tigray,North Western Tigray,38.04166667,14.70833333,656.1867888,335.1555149741936
4,ETH,ET11004,9052614,3907893,37.79166667,Ethiopia,Tigray,North Western Tigray,37.79166667,14.625,698.4027431,325.60417738709674
5,ETH,ET11004,9052615,3907894,37.875,Ethiopia,Tigray,North Western Tigray,37.875,14.625,712.6968984,324.0489007096774
6,ETH,ET11004,9052618,3907897,38.125,Ethiopia,Tigray,North Western Tigray,38.125,14.625,706.2150226,339.5571130709678
7,ETH,ET11001,9052629,3907908,39.04166667,Ethiopia,Tigray,Central Tigray,39.04166667,14.625,546.4332333,321.89895748387096
8,ETH,ET11001,9052630,3907909,39.125,Ethiopia,Tigray,Central Tigray,39.125,14.625,523.9240903,353.1584057096774
9,ETH,ET11004,9062614,3912213,37.79166667,Ethiopia,Tigray,North Western Tigray,37.79166667,14.54166667,755.7329455,338.1684145096774
10,ETH,ET11004,9062615,3912214,37.875,Ethiopia,Tigray,North Western Tigray,37.875,14.54166667,762.7620953,337.00983451935485
11,ETH,ET11004,9062616,3912215,37.95833333,Ethiopia,Tigray,North Western Tigray,37.95833333,14.54166667,815.7976821,339.2202877290323
12,ETH,ET11004,9062617,3912216,38.04166667,Ethiopia,Tigray,North Western Tigray,38.04166667,14.54166667,804.1777116,331.4816855806452
13,ETH,ET11004,9062618,3912217,38.125,Ethiopia,Tigray,North Western Tigray,38.125,14.54166667,755.4910226,335.9499398419355
14,ETH,ET11004,9062619,3912218,38.20833333,Ethiopia,Tigray,North Western Tigray,38.20833333,14.54166667,770.9148833,350.55272751612904
15,ETH,ET11004,9062620,3912219,38.29166667,Ethiopia,Tigray,North Western Tigray,38.29166667,14.54166667,759.6107051,350.55272751612904
16,ETH,ET11001,9062628,3912227,38.95833333,Ethiopia,Tigray,Central Tigray,38.95833333,14.54166667,596.8829187,309.04158436451615
17,ETH,ET11001,9062629,3912228,39.04166667,Ethiopia,Tigray,Central Tigray,39.04166667,14.54166667,580.8291065,301.77850170645166
18,ETH,ET11001,9062630,3912229,39.125,Ethiopia,Tigray,Central Tigray,39.125,14.54166667,559.3066418,340.0053089032258
19,ETH,ET11001,9062631,3912230,39.20833333,Ethiopia,Tigray,Central Tigray,39.20833333,14.54166667,526.8858744,336.8081099677419
20,ETH,ET11002,9062635,3912234,39.54166667,Ethiopia,Tigray,Easetern Tigray,39.54166667,14.54166667,493.4911974,312.22253631612904
21,ETH,ET11002,9062636,3912235,39.625,Ethiopia,Tigray,Easetern Tigray,39.625,14.54166667,501.0828787,210.3258939483871
22,ETH,ET11004,9072613,3916532,37.70833333,Ethiopia,Tigray,North Western Tigray,37.70833333,14.45833333,787.8958529,342.50628708064517
23,ETH,ET11004,9072614,3916533,37.79166667,Ethiopia,Tigray,North Western Tigray,37.79166667,14.45833333,788.2758352,342.50628708064517
24,ETH,ET11004,9072615,3916534,37.875,Ethiopia,Tigray,North Western Tigray,37.875,14.45833333,801.7249848,337.7022834096774
25,ETH,ET11004,9072616,3916535,37.95833333,Ethiopia,Tigray,North Western Tigray,37.95833333,14.45833333,831.8152707,336.2887711516129
26,ETH,ET11004,9072618,3916537,38.125,Ethiopia,Tigray,North Western Tigray,38.125,14.45833333,819.2129786,339.9788783290322
27,ETH,ET11004,9072620,3916539,38.29166667,Ethiopia,Tigray,North Western Tigray,38.29166667,14.45833333,791.4300292,352.97355273548385
28,ETH,ET11004,9072621,3916540,38.375,Ethiopia,Tigray,North Western Tigray,38.375,14.45833333,769.7713745,346.0612753516129
29,ETH,ET11001,9072625,3916544,38.70833333,Ethiopia,Tigray,Central Tigray,38.70833333,14.45833333,692.6798982,334.6463996354839
30,ETH,ET11001,9072626,3916545,38.79166667,Ethiopia,Tigray,Central Tigray,38.79166667,14.45833333,686.4949424,334.6463996354839
31,ETH,ET11001,9072627,3916546,38.875,Ethiopia,Tigray,Central Tigray,38.875,14.45833333,649.5836251,316.9009420612903
32,ETH,ET11001,9072628,3916547,38.95833333,Ethiopia,Tigray,Central Tigray,38.95833333,14.45833333,609.5869412,300.66440598387095
33,ETH,ET11001,9072629,3916548,39.04166667,Ethiopia,Tigray,Central Tigray,39.04166667,14.45833333,599.1569578,296.6309098419355
34,ETH,ET11001,9072630,3916549,39.125,Ethiopia,Tigray,Central Tigray,39.125,14.45833333,573.7965454,320.52149016129033
35,ETH,ET11001,9072631,3916550,39.20833333,Ethiopia,Tigray,Central Tigray,39.20833333,14.45833333,539.2005167,334.89426467741936
36,ETH,ET11002,9072633,3916552,39.375,Ethiopia,Tigray,Easetern Tigray,39.375,14.45833333,518.798993,322.28538374193545
37,ETH,ET11002,9072634,3916553,39.45833333,Ethiopia,Tigray,Easetern Tigray,39.45833333,14.45833333,509.0329476,325.3452486774193
38,ETH,ET11002,9072635,3916554,39.54166667,Ethiopia,Tigray,Easetern Tigray,39.54166667,14.45833333,522.2240623,301.7005095741935
39,ETH,ET11006,9082606,3920845,37.125,Ethiopia,Tigray,Western Tigray,37.125,14.375,739.8496513,343.3332057503226
40,ETH,ET11006,9082607,3920846,37.20833333,Ethiopia,Tigray,Western Tigray,37.20833333,14.375,768.3113772,349.09114074516134
41,ETH,ET11006,9082608,3920847,37.29166667,Ethiopia,Tigray,Western Tigray,37.29166667,14.375,777.5671418,349.09114074516134
42,ETH,ET11004,9082613,3920852,37.70833333,Ethiopia,Tigray,North Western Tigray,37.70833333,14.375,826.610181,343.6891926032258
43,ETH,ET11004,9082614,3920853,37.79166667,Ethiopia,Tigray,North Western Tigray,37.79166667,14.375,827.2592267,343.6891926032258
44,ETH,ET11004,9082615,3920854,37.875,Ethiopia,Tigray,North Western Tigray,37.875,14.375,830.789754,345.50388179032257
45,ETH,ET11004,9082616,3920855,37.95833333,Ethiopia,Tigray,North Western Tigray,37.95833333,14.375,847.957505,358.3823777258064
46,ETH,ET11004,9082617,3920856,38.04166667,Ethiopia,Tigray,North Western Tigray,38.04166667,14.375,860.0301576,358.3342241129032
47,ETH,ET11004,9082618,3920857,38.125,Ethiopia,Tigray,North Western Tigray,38.125,14.375,870.0904581,350.2702428709677
48,ETH,ET11004,9082619,3920858,38.20833333,Ethiopia,Tigray,North Western Tigray,38.20833333,14.375,847.2573176,354.38131458064515
49,ETH,ET11004,9082620,3920859,38.29166667,Ethiopia,Tigray,North Western Tigray,38.29166667,14.375,827.5016311,354.38131458064515
50,ETH,ET11004,9082621,3920860,38.375,Ethiopia,Tigray,North Western Tigray,38.375,14.375,778.0037832,363.268959383871
51,ETH,ET11001,9082622,3920861,38.45833333,Ethiopia,Tigray,Central Tigray,38.45833333,14.375,773.9171336,350.5391036290323
52,ETH,ET11001,9082623,3920862,38.54166667,Ethiopia,Tigray,Central Tigray,38.54166667,14.375,735.7465718,335.39220975161294
53,ETH,ET11001,9082624,3920863,38.625,Ethiopia,Tigray,Central Tigray,38.625,14.375,725.0634648,349.1487332064516
54,ETH,ET11001,9082625,3920864,38.70833333,Ethiopia,Tigray,Central Tigray,38.70833333,14.375,713.0473596,343.9458285483871
55,ETH,ET11001,9082626,3920865,38.79166667,Ethiopia,Tigray,Central Tigray,38.79166667,14.375,701.9631393,343.9458285483871
56,ETH,ET11001,9082627,3920866,38.875,Ethiopia,Tigray,Central Tigray,38.875,14.375,679.8027178,331.36585408709675
57,ETH,ET11001,9082628,3920867,38.95833333,Ethiopia,Tigray,Central Tigray,38.95833333,14.375,637.8695351,297.0568356096774
58,ETH,ET11001,9082629,3920868,39.04166667,Ethiopia,Tigray,Central Tigray,39.04166667,14.375,618.6688889,289.26784074838713
59,ETH,ET11001,9082630,3920869,39.125,Ethiopia,Tigray,Central Tigray,39.125,14.375,585.4538872,334.1677444516129
60,ETH,ET11001,9082631,3920870,39.20833333,Ethiopia,Tigray,Central Tigray,39.20833333,14.375,561.4599701,329.6106452258064
61,ETH,ET11002,9082632,3920871,39.29166667,Ethiopia,Tigray,Easetern Tigray,39.29166667,14.375,557.2599395,329.6106452258064
62,ETH,ET11002,9082633,3920872,39.375,Ethiopia,Tigray,Easetern Tigray,39.375,14.375,536.2986394,306.7643482193548
63,ETH,ET11002,9082634,3920873,39.45833333,Ethiopia,Tigray,Easetern Tigray,39.45833333,14.375,533.453491,327.71459351612907
64,ETH,ET11002,9082635,3920874,39.54166667,Ethiopia,Tigray,Easetern Tigray,39.54166667,14.375,537.0494888,319.44762030322585
65,ETH,ET11002,9082636,3920875,39.625,Ethiopia,Tigray,Easetern Tigray,39.625,14.375,546.6143345,226.95119671935484
66,ETH,ET11006,9092600,3925159,36.625,Ethiopia,Tigray,Western Tigray,36.625,14.29166667,586.0568523,357.2365663535484
67,ETH,ET11006,9092601,3925160,36.70833333,Ethiopia,Tigray,Western Tigray,36.70833333,14.29166667,606.9347005,354.2514925903226
68,ETH,ET11006,9092602,3925161,36.79166667,Ethiopia,Tigray,Western Tigray,36.79166667,14.29166667,622.7561436,354.2514925903226
69,ETH,ET11006,9092603,3925162,36.875,Ethiopia,Tigray,Western Tigray,36.875,14.29166667,654.5990872,354.0380982854839
70,ETH,ET11006,9092606,3925165,37.125,Ethiopia,Tigray,Western Tigray,37.125,14.29166667,775.3657906,347.8823055922581
71,ETH,ET11006,9092607,3925166,37.20833333,Ethiopia,Tigray,Western Tigray,37.20833333,14.29166667,822.0120885,351.2260059258064
72,ETH,ET11006,9092608,3925167,37.29166667,Ethiopia,Tigray,Western Tigray,37.29166667,14.29166667,832.6583338,351.2260059258064
73,ETH,ET11006,9092609,3925168,37.375,Ethiopia,Tigray,Western Tigray,37.375,14.29166667,826.3644559,349.7446784838709
74,ETH,ET11004,9092612,3925171,37.625,Ethiopia,Tigray,North Western Tigray,37.625,14.29166667,896.6558914,346.8519035161291
75,ETH,ET11004,9092613,3925172,37.70833333,Ethiopia,Tigray,North Western Tigray,37.70833333,14.29166667,889.8148548,343.4103157516129
76,ETH,ET11004,9092614,3925173,37.79166667,Ethiopia,Tigray,North Western Tigray,37.79166667,14.29166667,877.3940772,343.4103157516129
77,ETH,ET11004,9092615,3925174,37.875,Ethiopia,Tigray,North Western Tigray,37.875,14.29166667,895.1437865,347.46215848709676
78,ETH,ET11004,9092616,3925175,37.95833333,Ethiopia,Tigray,North Western Tigray,37.95833333,14.29166667,891.8555593,361.48413853548385
79,ETH,ET11004,9092617,3925176,38.04166667,Ethiopia,Tigray,North Western Tigray,38.04166667,14.29166667,890.8945519,376.7530524548387
80,ETH,ET11004,9092618,3925177,38.125,Ethiopia,Tigray,North Western Tigray,38.125,14.29166667,914.9262509,360.5370994580645
81,ETH,ET11004,9092619,3925178,38.20833333,Ethiopia,Tigray,North Western Tigray,38.20833333,14.29166667,861.4609668,341.8265614064516
82,ETH,ET11004,9092620,3925179,38.29166667,Ethiopia,Tigray,North Western Tigray,38.29166667,14.29166667,838.5528784,341.8265614064516
83,ETH,ET11004,9092621,3925180,38.375,Ethiopia,Tigray,North Western Tigray,38.375,14.29166667,795.3091975,343.045142816129
84,ETH,ET11004,9092622,3925181,38.45833333,Ethiopia,Tigray,North Western Tigray,38.45833333,14.29166667,766.7773324,339.96976613870964
85,ETH,ET11001,9092623,3925182,38.54166667,Ethiopia,Tigray,Central Tigray,38.54166667,14.29166667,754.3768073,333.5760917322581
86,ETH,ET11001,9092624,3925183,38.625,Ethiopia,Tigray,Central Tigray,38.625,14.29166667,753.0711258,341.42706574193545
87,ETH,ET11001,9092625,3925184,38.70833333,Ethiopia,Tigray,Central Tigray,38.70833333,14.29166667,724.491103,330.33025796774194
88,ETH,ET11001,9092626,3925185,38.79166667,Ethiopia,Tigray,Central Tigray,38.79166667,14.29166667,726.6442605,330.33025796774194
89,ETH,ET11001,9092627,3925186,38.875,Ethiopia,Tigray,Central Tigray,38.875,14.29166667,675.1030528,314.7946625322581
90,ETH,ET11001,9092628,3925187,38.95833333,Ethiopia,Tigray,Central Tigray,38.95833333,14.29166667,664.4816682,295.0297543645161
91,ETH,ET11001,9092629,3925188,39.04166667,Ethiopia,Tigray,Central Tigray,39.04166667,14.29166667,631.296453,286.57529432258065
92,ETH,ET11001,9092630,3925189,39.125,Ethiopia,Tigray,Central Tigray,39.125,14.29166667,609.2635266,319.5281133709678
93,ETH,ET11001,9092631,3925190,39.20833333,Ethiopia,Tigray,Central Tigray,39.20833333,14.29166667,578.4653209,312.8111525483871
94,ETH,ET11002,9092632,3925191,39.29166667,Ethiopia,Tigray,Easetern Tigray,39.29166667,14.29166667,567.6322897,312.8111525483871
95,ETH,ET11002,9092633,3925192,39.375,Ethiopia,Tigray,Easetern Tigray,39.375,14.29166667,562.3052084,312.49183461290323
96,ETH,ET11002,9092634,3925193,39.45833333,Ethiopia,Tigray,Easetern Tigray,39.45833333,14.29166667,554.8741359,326.2228035
97,ETH,ET11002,9092635,3925194,39.54166667,Ethiopia,Tigray,Easetern Tigray,39.54166667,14.29166667,556.2248861,333.1970613548387
98,ETH,ET11002,9092636,3925195,39.625,Ethiopia,Tigray,Easetern Tigray,39.625,14.29166667,546.8265403,276.11106637096776
99,ETH,ET11002,9092637,3925196,39.70833333,Ethiopia,Tigray,Easetern Tigray,39.70833333,14.29166667,560.6539642,283.5837262677419
100,ETH,ET11006,9102600,3929479,36.625,Ethiopia,Tigray,Western Tigray,36.625,14.20833333,592.6817061,357.2365663535484
101,ETH,ET11006,9102601,3929480,36.70833333,Ethiopia,Tigray,Western Tigray,36.70833333,14.20833333,628.8550546,354.2514925903226
102,ETH,ET11006,9102602,3929481,36.79166667,Ethiopia,Tigray,Western Tigray,36.79166667,14.20833333,654.2600869,354.2514925903226
103,ETH,ET11006,9102603,3929482,36.875,Ethiopia,Tigray,Western Tigray,36.875,14.20833333,695.2609248,354.0380982854839
104,ETH,ET11006,9102604,3929483,36.95833333,Ethiopia,Tigray,Western Tigray,36.95833333,14.20833333,726.1176554,344.54846496451614
105,ETH,ET11006,9102605,3929484,37.04166667,Ethiopia,Tigray,Western Tigray,37.04166667,14.20833333,766.3692011,344.887057432258
106,ETH,ET11006,9102606,3929485,37.125,Ethiopia,Tigray,Western Tigray,37.125,14.20833333,793.395669,347.8823055922581
107,ETH,ET11006,9102607,3929486,37.20833333,Ethiopia,Tigray,Western Tigray,37.20833333,14.20833333,861.4474175,351.2260059258064
108,ETH,ET11006,9102608,3929487,37.29166667,Ethiopia,Tigray,Western Tigray,37.29166667,14.20833333,888.6903883,351.2260059258064
109,ETH,ET11006,9102609,3929488,37.375,Ethiopia,Tigray,Western Tigray,37.375,14.20833333,906.6223802,349.7446784838709
110,ETH,ET11006,9102610,3929489,37.45833333,Ethiopia,Tigray,Western Tigray,37.45833333,14.20833333,894.1226806,357.85765958709675
111,ETH,ET11004,9102611,3929490,37.54166667,Ethiopia,Tigray,North Western Tigray,37.54166667,14.20833333,902.072272,350.8483792354839
112,ETH,ET11004,9102612,3929491,37.625,Ethiopia,Tigray,North Western Tigray,37.625,14.20833333,932.2208176,346.8519035161291
113,ETH,ET11004,9102613,3929492,37.70833333,Ethiopia,Tigray,North Western Tigray,37.70833333,14.20833333,927.6359772,343.4103157516129
114,ETH,ET11004,9102614,3929493,37.79166667,Ethiopia,Tigray,North Western Tigray,37.79166667,14.20833333,907.1411694,343.4103157516129
115,ETH,ET11004,9102615,3929494,37.875,Ethiopia,Tigray,North Western Tigray,37.875,14.20833333,907.262588,347.46215848709676
116,ETH,ET11004,9102616,3929495,37.95833333,Ethiopia,Tigray,North Western Tigray,37.95833333,14.20833333,897.0544029,361.48413853548385
117,ETH,ET11004,9102617,3929496,38.04166667,Ethiopia,Tigray,North Western Tigray,38.04166667,14.20833333,901.0627843,376.7530524548387
118,ETH,ET11004,9102618,3929497,38.125,Ethiopia,Tigray,North Western Tigray,38.125,14.20833333,877.2547784,360.5370994580645
119,ETH,ET11004,9102619,3929498,38.20833333,Ethiopia,Tigray,North Western Tigray,38.20833333,14.20833333,847.3316186,341.8265614064516
120,ETH,ET11004,9102620,3929499,38.29166667,Ethiopia,Tigray,North Western Tigray,38.29166667,14.20833333,844.4086534,341.8265614064516
121,ETH,ET11004,9102621,3929500,38.375,Ethiopia,Tigray,North Western Tigray,38.375,14.20833333,807.6393603,343.045142816129
122,ETH,ET11004,9102622,3929501,38.45833333,Ethiopia,Tigray,North Western Tigray,38.45833333,14.20833333,781.5940809,339.96976613870964
123,ETH,ET11004,9102623,3929502,38.54166667,Ethiopia,Tigray,North Western Tigray,38.54166667,14.20833333,764.5111658,333.5760917322581
124,ETH,ET11001,9102624,3929503,38.625,Ethiopia,Tigray,Central Tigray,38.625,14.20833333,756.5718928,341.42706574193545
125,ETH,ET11001,9102625,3929504,38.70833333,Ethiopia,Tigray,Central Tigray,38.70833333,14.20833333,734.0281026,330.33025796774194
126,ETH,ET11001,9102626,3929505,38.79166667,Ethiopia,Tigray,Central Tigray,38.79166667,14.20833333,725.4162233,330.33025796774194
127,ETH,ET11001,9102627,3929506,38.875,Ethiopia,Tigray,Central Tigray,38.875,14.20833333,686.4962693,314.7946625322581
128,ETH,ET11001,9102628,3929507,38.95833333,Ethiopia,Tigray,Central Tigray,38.95833333,14.20833333,678.5740451,295.0297543645161
129,ETH,ET11001,9102629,3929508,39.04166667,Ethiopia,Tigray,Central Tigray,39.04166667,14.20833333,659.199239,286.57529432258065
130,ETH,ET11001,9102630,3929509,39.125,Ethiopia,Tigray,Central Tigray,39.125,14.20833333,642.3888371,319.5281133709678
131,ETH,ET11001,9102631,3929510,39.20833333,Ethiopia,Tigray,Central Tigray,39.20833333,14.20833333,621.7070103,312.8111525483871
132,ETH,ET11002,9102632,3929511,39.29166667,Ethiopia,Tigray,Easetern Tigray,39.29166667,14.20833333,599.2529641,312.8111525483871
133,ETH,ET11002,9102633,3929512,39.375,Ethiopia,Tigray,Easetern Tigray,39.375,14.20833333,562.3529465,312.49183461290323
134,ETH,ET11002,9102634,3929513,39.45833333,Ethiopia,Tigray,Easetern Tigray,39.45833333,14.20833333,552.7216862,326.2228035
135,ETH,ET11002,9102635,3929514,39.54166667,Ethiopia,Tigray,Easetern Tigray,39.54166667,14.20833333,551.1040915,333.1970613548387
136,ETH,ET11002,9102636,3929515,39.625,Ethiopia,Tigray,Easetern Tigray,39.625,14.20833333,553.4714791,276.11106637096776
137,ETH,ET11006,9112599,3933798,36.54166667,Ethiopia,Tigray,Western Tigray,36.54166667,14.125,614.7661836,357.9380613451613
138,ETH,ET11006,9112600,3933799,36.625,Ethiopia,Tigray,Western Tigray,36.625,14.125,660.5806497,354.9022655870968
139,ETH,ET11006,9112601,3933800,36.70833333,Ethiopia,Tigray,Western Tigray,36.70833333,14.125,713.6557315,359.19429593225806
140,ETH,ET11006,9112602,3933801,36.79166667,Ethiopia,Tigray,Western Tigray,36.79166667,14.125,761.9002977,359.19429593225806
141,ETH,ET11006,9112603,3933802,36.875,Ethiopia,Tigray,Western Tigray,36.875,14.125,789.0515962,361.57587933225807
142,ETH,ET11006,9112604,3933803,36.95833333,Ethiopia,Tigray,Western Tigray,36.95833333,14.125,833.8555768,359.80391475483873
143,ETH,ET11006,9112605,3933804,37.04166667,Ethiopia,Tigray,Western Tigray,37.04166667,14.125,887.7429852,357.48524309806453
144,ETH,ET11006,9112606,3933805,37.125,Ethiopia,Tigray,Western Tigray,37.125,14.125,943.0112897,353.60301158387097
145,ETH,ET11006,9112607,3933806,37.20833333,Ethiopia,Tigray,Western Tigray,37.20833333,14.125,970.2105547,352.2528643354839
146,ETH,ET11006,9112608,3933807,37.29166667,Ethiopia,Tigray,Western Tigray,37.29166667,14.125,1064.1496,352.2528643354839
147,ETH,ET11006,9112609,3933808,37.375,Ethiopia,Tigray,Western Tigray,37.375,14.125,1022.726699,348.3758625935484
148,ETH,ET11006,9112610,3933809,37.45833333,Ethiopia,Tigray,Western Tigray,37.45833333,14.125,1012.467388,353.22982907741937
149,ETH,ET11004,9112611,3933810,37.54166667,Ethiopia,Tigray,North Western Tigray,37.54166667,14.125,980.118942,356.4673252903226
150,ETH,ET11004,9112612,3933811,37.625,Ethiopia,Tigray,North Western Tigray,37.625,14.125,976.9374585,354.19924133548386
151,ETH,ET11004,9112613,3933812,37.70833333,Ethiopia,Tigray,North Western Tigray,37.70833333,14.125,989.1158898,346.7891769225806
152,ETH,ET11004,9112614,3933813,37.79166667,Ethiopia,Tigray,North Western Tigray,37.79166667,14.125,966.1873963,346.7891769225806
153,ETH,ET11004,9112615,3933814,37.875,Ethiopia,Tigray,North Western Tigray,37.875,14.125,982.0059973,355.66210507096775
154,ETH,ET11004,9112616,3933815,37.95833333,Ethiopia,Tigray,North Western Tigray,37.95833333,14.125,953.3357058,363.1793193483871
155,ETH,ET11004,9112617,3933816,38.04166667,Ethiopia,Tigray,North Western Tigray,38.04166667,14.125,943.8892354,380.3123725225807
156,ETH,ET11004,9112618,3933817,38.125,Ethiopia,Tigray,North Western Tigray,38.125,14.125,922.8913999,377.4216449612903
157,ETH,ET11004,9112619,3933818,38.20833333,Ethiopia,Tigray,North Western Tigray,38.20833333,14.125,875.4188184,351.7652731774194
158,ETH,ET11004,9112620,3933819,38.29166667,Ethiopia,Tigray,North Western Tigray,38.29166667,14.125,887.3387953,351.7652731774194
159,ETH,ET11004,9112621,3933820,38.375,Ethiopia,Tigray,North Western Tigray,38.375,14.125,878.117025,322.1138234032258
160,ETH,ET11004,9112622,3933821,38.45833333,Ethiopia,Tigray,North Western Tigray,38.45833333,14.125,850.7896025,319.76598977419354
161,ETH,ET11001,9112623,3933822,38.54166667,Ethiopia,Tigray,Central Tigray,38.54166667,14.125,842.7979341,310.33943127419354
162,ETH,ET11001,9112624,3933823,38.625,Ethiopia,Tigray,Central Tigray,38.625,14.125,834.277856,312.64629222580646
163,ETH,ET11001,9112625,3933824,38.70833333,Ethiopia,Tigray,Central Tigray,38.70833333,14.125,806.1886695,301.2436848548387
164,ETH,ET11001,9112626,3933825,38.79166667,Ethiopia,Tigray,Central Tigray,38.79166667,14.125,777.2866747,301.2436848548387
165,ETH,ET11001,9112627,3933826,38.875,Ethiopia,Tigray,Central Tigray,38.875,14.125,687.8320544,301.562723667742
166,ETH,ET11001,9112628,3933827,38.95833333,Ethiopia,Tigray,Central Tigray,38.95833333,14.125,675.8924092,290.53970562580645
167,ETH,ET11001,9112629,3933828,39.04166667,Ethiopia,Tigray,Central Tigray,39.04166667,14.125,681.0011426,282.1672175903226
168,ETH,ET11001,9112630,3933829,39.125,Ethiopia,Tigray,Central Tigray,39.125,14.125,642.0683683,307.6369906451613
169,ETH,ET11001,9112631,3933830,39.20833333,Ethiopia,Tigray,Central Tigray,39.20833333,14.125,628.6919641,305.9586461935484
170,ETH,ET11001,9112632,3933831,39.29166667,Ethiopia,Tigray,Central Tigray,39.29166667,14.125,592.7673585,305.9586461935484
171,ETH,ET11002,9112633,3933832,39.375,Ethiopia,Tigray,Easetern Tigray,39.375,14.125,575.0145559,315.72867206451616
172,ETH,ET11002,9112634,3933833,39.45833333,Ethiopia,Tigray,Easetern Tigray,39.45833333,14.125,582.17089,322.9716673129032
173,ETH,ET11002,9112635,3933834,39.54166667,Ethiopia,Tigray,Easetern Tigray,39.54166667,14.125,574.3653842,322.1232147903226
174,ETH,ET11002,9112636,3933835,39.625,Ethiopia,Tigray,Easetern Tigray,39.625,14.125,558.7042008,275.9539343290323
175,ETH,ET11002,9112637,3933836,39.70833333,Ethiopia,Tigray,Easetern Tigray,39.70833333,14.125,542.3922741,254.0356536848387
176,ETH,ET11006,9122599,3938118,36.54166667,Ethiopia,Tigray,Western Tigray,36.54166667,14.04166667,672.8992789,370.70027797419357
177,ETH,ET11006,9122600,3938119,36.625,Ethiopia,Tigray,Western Tigray,36.625,14.04166667,740.7669535,377.20575959225806
178,ETH,ET11006,9122601,3938120,36.70833333,Ethiopia,Tigray,Western Tigray,36.70833333,14.04166667,806.5662111,375.8407761787097
179,ETH,ET11006,9122602,3938121,36.79166667,Ethiopia,Tigray,Western Tigray,36.79166667,14.04166667,843.5367513,375.8407761787097
180,ETH,ET11006,9122603,3938122,36.875,Ethiopia,Tigray,Western Tigray,36.875,14.04166667,883.7557234,379.4608323967742
181,ETH,ET11006,9122604,3938123,36.95833333,Ethiopia,Tigray,Western Tigray,36.95833333,14.04166667,956.4321091,373.6375637612903
182,ETH,ET11006,9122605,3938124,37.04166667,Ethiopia,Tigray,Western Tigray,37.04166667,14.04166667,1016.351143,373.78526866
183,ETH,ET11006,9122606,3938125,37.125,Ethiopia,Tigray,Western Tigray,37.125,14.04166667,1066.85684,368.95101419354836
184,ETH,ET11006,9122607,3938126,37.20833333,Ethiopia,Tigray,Western Tigray,37.20833333,14.04166667,1073.08352,368.43574312903223
185,ETH,ET11006,9122608,3938127,37.29166667,Ethiopia,Tigray,Western Tigray,37.29166667,14.04166667,1146.568064,368.43574312903223
186,ETH,ET11006,9122609,3938128,37.375,Ethiopia,Tigray,Western Tigray,37.375,14.04166667,1137.107969,361.7576950387097
187,ETH,ET11006,9122610,3938129,37.45833333,Ethiopia,Tigray,Western Tigray,37.45833333,14.04166667,1099.168132,369.82120225806455
188,ETH,ET11006,9122611,3938130,37.54166667,Ethiopia,Tigray,Western Tigray,37.54166667,14.04166667,1061.068064,373.00361488387097
189,ETH,ET11004,9122612,3938131,37.625,Ethiopia,Tigray,North Western Tigray,37.625,14.04166667,1054.157948,366.6158138290322
190,ETH,ET11004,9122613,3938132,37.70833333,Ethiopia,Tigray,North Western Tigray,37.70833333,14.04166667,1066.692658,360.7468064612903
191,ETH,ET11004,9122614,3938133,37.79166667,Ethiopia,Tigray,North Western Tigray,37.79166667,14.04166667,1052.452291,360.7468064612903
192,ETH,ET11004,9122615,3938134,37.875,Ethiopia,Tigray,North Western Tigray,37.875,14.04166667,1045.829091,364.8170604870968
193,ETH,ET11004,9122616,3938135,37.95833333,Ethiopia,Tigray,North Western Tigray,37.95833333,14.04166667,1033.673923,380.33222054516125
194,ETH,ET11004,9122617,3938136,38.04166667,Ethiopia,Tigray,North Western Tigray,38.04166667,14.04166667,1037.278068,382.1568182645162
195,ETH,ET11004,9122618,3938137,38.125,Ethiopia,Tigray,North Western Tigray,38.125,14.04166667,993.5715933,392.68079453548387
196,ETH,ET11004,9122619,3938138,38.20833333,Ethiopia,Tigray,North Western Tigray,38.20833333,14.04166667,955.3973031,377.64359067741935
197,ETH,ET11004,9122620,3938139,38.29166667,Ethiopia,Tigray,North Western Tigray,38.29166667,14.04166667,925.4625783,377.64359067741935
198,ETH,ET11004,9122621,3938140,38.375,Ethiopia,Tigray,North Western Tigray,38.375,14.04166667,911.0347019,362.54749958064514
199,ETH,ET11004,9122622,3938141,38.45833333,Ethiopia,Tigray,North Western Tigray,38.45833333,14.04166667,903.3736463,330.60494648387095
200,ETH,ET11001,9122623,3938142,38.54166667,Ethiopia,Tigray,Central Tigray,38.54166667,14.04166667,867.7126971,318.8740856935484
201,ETH,ET11001,9122624,3938143,38.625,Ethiopia,Tigray,Central Tigray,38.625,14.04166667,885.8727792,298.7680322096774
202,ETH,ET11001,9122625,3938144,38.70833333,Ethiopia,Tigray,Central Tigray,38.70833333,14.04166667,842.6937939,295.2862493741936
