point_id,y,prod_level,alloc_key,cell5m,x,name_cntr,name_adm1,name_adm2,lon,lat,mean_rain_mm,mean_ET_apr_sep_mm_1990_2020
1034,ETH,ET03007,9352623,4037502,38.54166667,Ethiopia,Amhara,North Wollo,38.54166667,12.125,880.092438,354.1417512903226
1035,ETH,ET03007,9352624,4037503,38.625,Ethiopia,Amhara,North Wollo,38.625,12.125,877.367622,347.93921716129034
1036,ETH,ET03007,9352625,4037504,38.70833333,Ethiopia,Amhara,North Wollo,38.70833333,12.125,875.8722629,334.0802373129032
1037,ETH,ET03007,9352626,4037505,38.79166667,Ethiopia,Amhara,North Wollo,38.79166667,12.125,924.0230714,334.0802373129032
1038,ETH,ET03007,9352627,4037506,38.875,Ethiopia,Amhara,North Wollo,38.875,12.125,889.9851799,343.50677806451614
1039,ETH,ET03007,9352628,4037507,38.95833333,Ethiopia,Amhara,North Wollo,38.95833333,12.125,862.9726169,355.2277762129032
1040,ETH,ET03007,9352629,4037508,39.04166667,Ethiopia,Amhara,North Wollo,39.04166667,12.125,990.5561191,336.16987109677416
1041,ETH,ET03007,9352630,4037509,39.125,Ethiopia,Amhara,North Wollo,39.125,12.125,1004.220661,320.29662309677417
1042,ETH,ET03007,9352631,4037510,39.20833333,Ethiopia,Amhara,North Wollo,39.20833333,12.125,1017.232285,333.26070822580647
1043,ETH,ET03007,9352632,4037511,39.29166667,Ethiopia,Amhara,North Wollo,39.29166667,12.125,970.0568589,333.26070822580647
1044,ETH,ET03007,9352633,4037512,39.375,Ethiopia,Amhara,North Wollo,39.375,12.125,911.6438627,330.4714268064516
1045,ETH,ET03007,9352634,4037513,39.45833333,Ethiopia,Amhara,North Wollo,39.45833333,12.125,810.7368784,346.7397067741935
1046,ETH,ET03007,9352635,4037514,39.54166667,Ethiopia,Amhara,North Wollo,39.54166667,12.125,809.5168512,357.10724658064515
1047,ETH,ET03007,9352636,4037515,39.625,Ethiopia,Amhara,North Wollo,39.625,12.125,714.20342,278.83365816774193
1048,ETH,ET03007,9352637,4037516,39.70833333,Ethiopia,Amhara,North Wollo,39.70833333,12.125,754.547705,262.2804491967742
1049,ETH,ET03007,9352638,4037517,39.79166667,Ethiopia,Amhara,North Wollo,39.79166667,12.125,762.1657839,262.2804491967742
1050,ETH,ET02001,9352661,4037540,41.70833333,Ethiopia,Afar,Afar Zone 1,41.70833333,12.125,171.233126,79.14650048478708
1051,ETH,ET03005,9362599,4041798,36.54166667,Ethiopia,Amhara,North Gonder,36.54166667,12.04166667,1299.946206,473.29201837419356
1052,ETH,ET03005,9362600,4041799,36.625,Ethiopia,Amhara,North Gonder,36.625,12.04166667,1239.273478,460.8932326451613
1053,ETH,ET03005,9362601,4041800,36.70833333,Ethiopia,Amhara,North Gonder,36.70833333,12.04166667,1340.832771,405.78007141935484
1054,ETH,ET03005,9362602,4041801,36.79166667,Ethiopia,Amhara,North Gonder,36.79166667,12.04166667,1263.835986,405.78007141935484
1055,ETH,ET03005,9362603,4041802,36.875,Ethiopia,Amhara,North Gonder,36.875,12.04166667,1240.47687,382.3935338387097
1056,ETH,ET03005,9362604,4041803,36.95833333,Ethiopia,Amhara,North Gonder,36.95833333,12.04166667,1218.871451,491.9478127096774
1057,ETH,ET03009,9362612,4041811,37.625,Ethiopia,Amhara,South Gonder,37.625,12.04166667,1137.367026,609.2415399677419
1058,ETH,ET03009,9362613,4041812,37.70833333,Ethiopia,Amhara,South Gonder,37.70833333,12.04166667,1085.43395,513.3053457741936
1059,ETH,ET03009,9362614,4041813,37.79166667,Ethiopia,Amhara,South Gonder,37.79166667,12.04166667,1034.499435,513.3053457741936
1060,ETH,ET03009,9362615,4041814,37.875,Ethiopia,Amhara,South Gonder,37.875,12.04166667,1023.61834,424.38951258064515
1061,ETH,ET03009,9362616,4041815,37.95833333,Ethiopia,Amhara,South Gonder,37.95833333,12.04166667,1106.089947,386.5690173548387
1062,ETH,ET03009,9362617,4041816,38.04166667,Ethiopia,Amhara,South Gonder,38.04166667,12.04166667,1108.029152,376.2672957741936
1063,ETH,ET03009,9362618,4041817,38.125,Ethiopia,Amhara,South Gonder,38.125,12.04166667,1280.462936,331.66586367741934
1064,ETH,ET03009,9362619,4041818,38.20833333,Ethiopia,Amhara,South Gonder,38.20833333,12.04166667,1111.626022,340.7599028387097
1065,ETH,ET03009,9362620,4041819,38.29166667,Ethiopia,Amhara,South Gonder,38.29166667,12.04166667,1059.833956,340.7599028387097
1066,ETH,ET03009,9362621,4041820,38.375,Ethiopia,Amhara,South Gonder,38.375,12.04166667,949.5979778,354.2468653548387
1067,ETH,ET03009,9362622,4041821,38.45833333,Ethiopia,Amhara,South Gonder,38.45833333,12.04166667,906.1640665,350.65592180645166
1068,ETH,ET03009,9362623,4041822,38.54166667,Ethiopia,Amhara,South Gonder,38.54166667,12.04166667,856.9438589,357.7288515645161
1069,ETH,ET03007,9362624,4041823,38.625,Ethiopia,Amhara,North Wollo,38.625,12.04166667,852.0241217,366.9193007741936
1070,ETH,ET03007,9362625,4041824,38.70833333,Ethiopia,Amhara,North Wollo,38.70833333,12.04166667,897.2941595,350.6723622903226
1071,ETH,ET03007,9362626,4041825,38.79166667,Ethiopia,Amhara,North Wollo,38.79166667,12.04166667,921.1261443,350.6723622903226
1072,ETH,ET03007,9362627,4041826,38.875,Ethiopia,Amhara,North Wollo,38.875,12.04166667,862.4957962,367.26794501612903
1073,ETH,ET03007,9362628,4041827,38.95833333,Ethiopia,Amhara,North Wollo,38.95833333,12.04166667,842.5338234,391.36670074193546
1074,ETH,ET03007,9362629,4041828,39.04166667,Ethiopia,Amhara,North Wollo,39.04166667,12.04166667,943.8965336,395.2745125483871
1075,ETH,ET03007,9362630,4041829,39.125,Ethiopia,Amhara,North Wollo,39.125,12.04166667,997.4896881,351.5607459032258
1076,ETH,ET03007,9362631,4041830,39.20833333,Ethiopia,Amhara,North Wollo,39.20833333,12.04166667,973.4422888,361.67801296774195
1077,ETH,ET03007,9362632,4041831,39.29166667,Ethiopia,Amhara,North Wollo,39.29166667,12.04166667,959.4583586,361.67801296774195
1078,ETH,ET03007,9362633,4041832,39.375,Ethiopia,Amhara,North Wollo,39.375,12.04166667,989.1419609,348.9748902419355
1079,ETH,ET03007,9362634,4041833,39.45833333,Ethiopia,Amhara,North Wollo,39.45833333,12.04166667,845.4018864,347.06245977419354
1080,ETH,ET03007,9362635,4041834,39.54166667,Ethiopia,Amhara,North Wollo,39.54166667,12.04166667,820.302637,374.2575443870968
1081,ETH,ET03007,9362636,4041835,39.625,Ethiopia,Amhara,North Wollo,39.625,12.04166667,753.4429511,314.49558161290327
1082,ETH,ET03007,9362637,4041836,39.70833333,Ethiopia,Amhara,North Wollo,39.70833333,12.04166667,732.2404266,306.13440598064517
1083,ETH,ET03007,9362638,4041837,39.79166667,Ethiopia,Amhara,North Wollo,39.79166667,12.04166667,753.4616221,306.13440598064517
1084,ETH,ET03005,9372598,4046117,36.45833333,Ethiopia,Amhara,North Gonder,36.45833333,11.95833333,1198.615349,486.03583504516126
1085,ETH,ET03005,9372600,4046119,36.625,Ethiopia,Amhara,North Gonder,36.625,11.95833333,1249.908923,477.1018704516129
1086,ETH,ET03005,9372601,4046120,36.70833333,Ethiopia,Amhara,North Gonder,36.70833333,11.95833333,1391.505938,412.23960345161294
1087,ETH,ET03005,9372602,4046121,36.79166667,Ethiopia,Amhara,North Gonder,36.79166667,11.95833333,1303.546579,412.23960345161294
1088,ETH,ET03005,9372603,4046122,36.875,Ethiopia,Amhara,North Gonder,36.875,11.95833333,1301.783427,377.4075280645161
1089,ETH,ET03005,9372604,4046123,36.95833333,Ethiopia,Amhara,North Gonder,36.95833333,11.95833333,1289.992583,501.67494825806455
1090,ETH,ET03009,9372612,4046131,37.625,Ethiopia,Amhara,South Gonder,37.625,11.95833333,1219.321897,520.2598563870968
1091,ETH,ET03009,9372613,4046132,37.70833333,Ethiopia,Amhara,South Gonder,37.70833333,11.95833333,1188.765505,483.64842770967743
1092,ETH,ET03009,9372614,4046133,37.79166667,Ethiopia,Amhara,South Gonder,37.79166667,11.95833333,1155.181038,483.64842770967743
1093,ETH,ET03009,9372615,4046134,37.875,Ethiopia,Amhara,South Gonder,37.875,11.95833333,1164.377249,430.4382407096774
1094,ETH,ET03009,9372616,4046135,37.95833333,Ethiopia,Amhara,South Gonder,37.95833333,11.95833333,1298.53766,386.2381653870968
1095,ETH,ET03009,9372617,4046136,38.04166667,Ethiopia,Amhara,South Gonder,38.04166667,11.95833333,1256.122398,382.1687273870968
1096,ETH,ET03009,9372618,4046137,38.125,Ethiopia,Amhara,South Gonder,38.125,11.95833333,1230.752681,349.31771599999996
1097,ETH,ET03009,9372619,4046138,38.20833333,Ethiopia,Amhara,South Gonder,38.20833333,11.95833333,1152.826428,348.98788593548386
1098,ETH,ET03009,9372620,4046139,38.29166667,Ethiopia,Amhara,South Gonder,38.29166667,11.95833333,1078.615059,348.98788593548386
1099,ETH,ET03009,9372621,4046140,38.375,Ethiopia,Amhara,South Gonder,38.375,11.95833333,960.9531794,355.24229425806453
1100,ETH,ET03009,9372622,4046141,38.45833333,Ethiopia,Amhara,South Gonder,38.45833333,11.95833333,947.5772521,323.778535516129
1101,ETH,ET03009,9372623,4046142,38.54166667,Ethiopia,Amhara,South Gonder,38.54166667,11.95833333,891.9546808,328.5186533870968
1102,ETH,ET03007,9372624,4046143,38.625,Ethiopia,Amhara,North Wollo,38.625,11.95833333,851.1216104,370.19541348387094
1103,ETH,ET03007,9372625,4046144,38.70833333,Ethiopia,Amhara,North Wollo,38.70833333,11.95833333,872.7989002,332.25492230645165
1104,ETH,ET03007,9372626,4046145,38.79166667,Ethiopia,Amhara,North Wollo,38.79166667,11.95833333,889.265525,332.25492230645165
1105,ETH,ET03007,9372627,4046146,38.875,Ethiopia,Amhara,North Wollo,38.875,11.95833333,834.957963,355.70110933548386
1106,ETH,ET03007,9372628,4046147,38.95833333,Ethiopia,Amhara,North Wollo,38.95833333,11.95833333,810.0839684,387.8879658709678
1107,ETH,ET03007,9372629,4046148,39.04166667,Ethiopia,Amhara,North Wollo,39.04166667,11.95833333,821.5678984,383.9007931935484
1108,ETH,ET03007,9372630,4046149,39.125,Ethiopia,Amhara,North Wollo,39.125,11.95833333,882.1033563,371.84629032258067
1109,ETH,ET03007,9372631,4046150,39.20833333,Ethiopia,Amhara,North Wollo,39.20833333,11.95833333,879.3316827,350.4252529032258
1110,ETH,ET03007,9372632,4046151,39.29166667,Ethiopia,Amhara,North Wollo,39.29166667,11.95833333,875.5513516,350.4252529032258
1111,ETH,ET03007,9372633,4046152,39.375,Ethiopia,Amhara,North Wollo,39.375,11.95833333,1008.346851,352.1970958387097
1112,ETH,ET03007,9372634,4046153,39.45833333,Ethiopia,Amhara,North Wollo,39.45833333,11.95833333,976.0048894,350.85774132258064
1113,ETH,ET03007,9372635,4046154,39.54166667,Ethiopia,Amhara,North Wollo,39.54166667,11.95833333,961.6933867,346.7135586935484
1114,ETH,ET03007,9372636,4046155,39.625,Ethiopia,Amhara,North Wollo,39.625,11.95833333,832.0957666,316.40003429677415
1115,ETH,ET03007,9372637,4046156,39.70833333,Ethiopia,Amhara,North Wollo,39.70833333,11.95833333,803.7144067,313.4028192354839
1116,ETH,ET03007,9372638,4046157,39.79166667,Ethiopia,Amhara,North Wollo,39.79166667,11.95833333,815.3505421,313.4028192354839
1117,ETH,ET02001,9372659,4046178,41.54166667,Ethiopia,Afar,Afar Zone 1,41.54166667,11.95833333,175.5244194,96.70837550145485
1118,ETH,ET02001,9372660,4046179,41.625,Ethiopia,Afar,Afar Zone 1,41.625,11.95833333,168.6048638,91.35723279548387
1119,ETH,ET04003,9382583,4050422,35.20833333,Ethiopia,Benishangul Gumuz,Metekel,35.20833333,11.875,962.1737956,435.0173090967742
1120,ETH,ET03005,9382600,4050439,36.625,Ethiopia,Amhara,North Gonder,36.625,11.875,1268.226074,491.3087127741935
1121,ETH,ET03005,9382601,4050440,36.70833333,Ethiopia,Amhara,North Gonder,36.70833333,11.875,1315.46926,447.97477822580646
1122,ETH,ET03005,9382602,4050441,36.79166667,Ethiopia,Amhara,North Gonder,36.79166667,11.875,1355.26682,447.97477822580646
1123,ETH,ET03005,9382603,4050442,36.875,Ethiopia,Amhara,North Gonder,36.875,11.875,1350.364006,434.6023456290323
1124,ETH,ET03012,9382604,4050443,36.95833333,Ethiopia,Amhara,West Gojam,36.95833333,11.875,1351.005087,511.329693516129
1125,ETH,ET03009,9382611,4050450,37.54166667,Ethiopia,Amhara,South Gonder,37.54166667,11.875,1310.063401,148.3438914516129
1126,ETH,ET03009,9382612,4050451,37.625,Ethiopia,Amhara,South Gonder,37.625,11.875,1304.983942,480.1590718387096
1127,ETH,ET03009,9382613,4050452,37.70833333,Ethiopia,Amhara,South Gonder,37.70833333,11.875,1324.420894,455.4550062580645
1128,ETH,ET03009,9382614,4050453,37.79166667,Ethiopia,Amhara,South Gonder,37.79166667,11.875,1356.804165,455.4550062580645
1129,ETH,ET03009,9382615,4050454,37.875,Ethiopia,Amhara,South Gonder,37.875,11.875,1398.206697,426.8699903870968
1130,ETH,ET03009,9382616,4050455,37.95833333,Ethiopia,Amhara,South Gonder,37.95833333,11.875,1611.114485,400.61315112903225
1131,ETH,ET03009,9382617,4050456,38.04166667,Ethiopia,Amhara,South Gonder,38.04166667,11.875,1566.301253,384.27030651612904
1132,ETH,ET03009,9382618,4050457,38.125,Ethiopia,Amhara,South Gonder,38.125,11.875,1381.196464,358.5523548387097
1133,ETH,ET03009,9382619,4050458,38.20833333,Ethiopia,Amhara,South Gonder,38.20833333,11.875,1207.353951,370.15693532258064
1134,ETH,ET03009,9382620,4050459,38.29166667,Ethiopia,Amhara,South Gonder,38.29166667,11.875,1074.889754,370.15693532258064
1135,ETH,ET03009,9382621,4050460,38.375,Ethiopia,Amhara,South Gonder,38.375,11.875,1072.843252,366.2592369032258
1136,ETH,ET03009,9382622,4050461,38.45833333,Ethiopia,Amhara,South Gonder,38.45833333,11.875,1005.076777,345.56955022580644
1137,ETH,ET03009,9382623,4050462,38.54166667,Ethiopia,Amhara,South Gonder,38.54166667,11.875,909.4201439,351.73756483870966
1138,ETH,ET03007,9382624,4050463,38.625,Ethiopia,Amhara,North Wollo,38.625,11.875,927.5746569,383.3229576129032
1139,ETH,ET03007,9382625,4050464,38.70833333,Ethiopia,Amhara,North Wollo,38.70833333,11.875,919.303212,363.7719847419355
1140,ETH,ET03007,9382626,4050465,38.79166667,Ethiopia,Amhara,North Wollo,38.79166667,11.875,891.8883963,363.7719847419355
1141,ETH,ET03007,9382627,4050466,38.875,Ethiopia,Amhara,North Wollo,38.875,11.875,842.8065259,385.03394477419357
1142,ETH,ET03007,9382628,4050467,38.95833333,Ethiopia,Amhara,North Wollo,38.95833333,11.875,813.3952088,396.7568810645161
1143,ETH,ET03007,9382629,4050468,39.04166667,Ethiopia,Amhara,North Wollo,39.04166667,11.875,887.317507,379.6694908064516
1144,ETH,ET03007,9382630,4050469,39.125,Ethiopia,Amhara,North Wollo,39.125,11.875,864.8036484,362.82129522580647
1145,ETH,ET03007,9382631,4050470,39.20833333,Ethiopia,Amhara,North Wollo,39.20833333,11.875,931.8734335,381.39808874193545
1146,ETH,ET03007,9382632,4050471,39.29166667,Ethiopia,Amhara,North Wollo,39.29166667,11.875,1029.538785,381.39808874193545
1147,ETH,ET03007,9382633,4050472,39.375,Ethiopia,Amhara,North Wollo,39.375,11.875,1103.067183,347.17651119354844
1148,ETH,ET03007,9382634,4050473,39.45833333,Ethiopia,Amhara,North Wollo,39.45833333,11.875,963.5717352,364.67494429032257
1149,ETH,ET03007,9382635,4050474,39.54166667,Ethiopia,Amhara,North Wollo,39.54166667,11.875,951.17317,385.78175258064516
1150,ETH,ET03007,9382636,4050475,39.625,Ethiopia,Amhara,North Wollo,39.625,11.875,956.5192678,325.73578934516127
1151,ETH,ET03007,9382637,4050476,39.70833333,Ethiopia,Amhara,North Wollo,39.70833333,11.875,843.4928733,308.6790366129032
1152,ETH,ET03007,9382638,4050477,39.79166667,Ethiopia,Amhara,North Wollo,39.79166667,11.875,842.2066237,308.6790366129032
1153,ETH,ET03005,9392600,4054759,36.625,Ethiopia,Amhara,North Gonder,36.625,11.79166667,1361.422457,489.72129212903224
1154,ETH,ET03005,9392601,4054760,36.70833333,Ethiopia,Amhara,North Gonder,36.70833333,11.79166667,1396.074643,485.0470281612903
1155,ETH,ET03005,9392602,4054761,36.79166667,Ethiopia,Amhara,North Gonder,36.79166667,11.79166667,1306.508847,485.0470281612903
1156,ETH,ET03012,9392603,4054762,36.875,Ethiopia,Amhara,West Gojam,36.875,11.79166667,1310.571129,495.54930906451614
1157,ETH,ET03012,9392604,4054763,36.95833333,Ethiopia,Amhara,West Gojam,36.95833333,11.79166667,1369.583581,488.5375048387097
1158,ETH,ET03012,9392605,4054764,37.04166667,Ethiopia,Amhara,West Gojam,37.04166667,11.79166667,1360.13288,562.3093547419354
1159,ETH,ET03012,9392606,4054765,37.125,Ethiopia,Amhara,West Gojam,37.125,11.79166667,1302.514151,322.30616496774195
1160,ETH,ET03012,9392607,4054766,37.20833333,Ethiopia,Amhara,West Gojam,37.20833333,11.79166667,1306.804013,317.17568303225806
1161,ETH,ET03009,9392611,4054770,37.54166667,Ethiopia,Amhara,South Gonder,37.54166667,11.79166667,1349.933775,104.90983533870968
1162,ETH,ET03009,9392612,4054771,37.625,Ethiopia,Amhara,South Gonder,37.625,11.79166667,1373.143944,434.5720112258064
1163,ETH,ET03009,9392613,4054772,37.70833333,Ethiopia,Amhara,South Gonder,37.70833333,11.79166667,1374.077139,426.80717729032256
1164,ETH,ET03009,9392614,4054773,37.79166667,Ethiopia,Amhara,South Gonder,37.79166667,11.79166667,1394.817299,426.80717729032256
1165,ETH,ET03009,9392615,4054774,37.875,Ethiopia,Amhara,South Gonder,37.875,11.79166667,1451.253155,428.1556058387097
1166,ETH,ET03009,9392616,4054775,37.95833333,Ethiopia,Amhara,South Gonder,37.95833333,11.79166667,1502.412243,419.41510732258064
1167,ETH,ET03009,9392617,4054776,38.04166667,Ethiopia,Amhara,South Gonder,38.04166667,11.79166667,1494.60556,389.5820881290323
1168,ETH,ET03009,9392618,4054777,38.125,Ethiopia,Amhara,South Gonder,38.125,11.79166667,1459.492005,341.7845482258065
1169,ETH,ET03009,9392619,4054778,38.20833333,Ethiopia,Amhara,South Gonder,38.20833333,11.79166667,1378.14012,306.2451261612903
1170,ETH,ET03009,9392620,4054779,38.29166667,Ethiopia,Amhara,South Gonder,38.29166667,11.79166667,1274.723898,306.2451261612903
1171,ETH,ET03009,9392621,4054780,38.375,Ethiopia,Amhara,South Gonder,38.375,11.79166667,1144.541162,329.3753071612903
1172,ETH,ET03009,9392622,4054781,38.45833333,Ethiopia,Amhara,South Gonder,38.45833333,11.79166667,1003.5841,341.94028567741935
1173,ETH,ET03009,9392623,4054782,38.54166667,Ethiopia,Amhara,South Gonder,38.54166667,11.79166667,954.0916774,342.86764003225807
1174,ETH,ET03007,9392624,4054783,38.625,Ethiopia,Amhara,North Wollo,38.625,11.79166667,987.0519371,361.8564821935484
1175,ETH,ET03007,9392625,4054784,38.70833333,Ethiopia,Amhara,North Wollo,38.70833333,11.79166667,942.9775099,350.80622848387094
1176,ETH,ET03007,9392626,4054785,38.79166667,Ethiopia,Amhara,North Wollo,38.79166667,11.79166667,957.3923399,350.80622848387094
1177,ETH,ET03007,9392627,4054786,38.875,Ethiopia,Amhara,North Wollo,38.875,11.79166667,854.374967,358.60235796774197
1178,ETH,ET03007,9392628,4054787,38.95833333,Ethiopia,Amhara,North Wollo,38.95833333,11.79166667,949.614965,339.31604351612907
1179,ETH,ET03007,9392629,4054788,39.04166667,Ethiopia,Amhara,North Wollo,39.04166667,11.79166667,994.4363382,351.3378436451613
1180,ETH,ET03007,9392630,4054789,39.125,Ethiopia,Amhara,North Wollo,39.125,11.79166667,1007.321403,346.90729248387095
1181,ETH,ET03007,9392631,4054790,39.20833333,Ethiopia,Amhara,North Wollo,39.20833333,11.79166667,1014.525325,349.15711196774197
1182,ETH,ET03007,9392632,4054791,39.29166667,Ethiopia,Amhara,North Wollo,39.29166667,11.79166667,1062.749135,349.15711196774197
1183,ETH,ET03007,9392633,4054792,39.375,Ethiopia,Amhara,North Wollo,39.375,11.79166667,1157.759325,347.40074241935486
1184,ETH,ET03007,9392634,4054793,39.45833333,Ethiopia,Amhara,North Wollo,39.45833333,11.79166667,1115.545025,359.22255816129035
1185,ETH,ET03007,9392635,4054794,39.54166667,Ethiopia,Amhara,North Wollo,39.54166667,11.79166667,1088.403403,368.77896158064516
1186,ETH,ET03007,9392636,4054795,39.625,Ethiopia,Amhara,North Wollo,39.625,11.79166667,1031.218137,324.3717250258065
1187,ETH,ET03007,9392637,4054796,39.70833333,Ethiopia,Amhara,North Wollo,39.70833333,11.79166667,918.0360911,317.8853478580645
1188,ETH,ET03007,9392638,4054797,39.79166667,Ethiopia,Amhara,North Wollo,39.79166667,11.79166667,890.5896825,317.8853478580645
1189,ETH,ET03007,9392639,4054798,39.875,Ethiopia,Amhara,North Wollo,39.875,11.79166667,768.533397,308.4602953451613
1190,ETH,ET02001,9392642,4054801,40.125,Ethiopia,Afar,Afar Zone 1,40.125,11.79166667,580.072745,251.2079246883871
1191,ETH,ET02001,9392653,4054812,41.04166667,Ethiopia,Afar,Afar Zone 1,41.04166667,11.79166667,193.6509046,108.84433991935484
1192,ETH,ET02001,9392654,4054813,41.125,Ethiopia,Afar,Afar Zone 1,41.125,11.79166667,180.0936558,116.75019439677419
1193,ETH,ET02001,9392655,4054814,41.20833333,Ethiopia,Afar,Afar Zone 1,41.20833333,11.79166667,173.3301967,89.30030379387097
1194,ETH,ET04003,9402585,4059064,35.375,Ethiopia,Benishangul Gumuz,Metekel,35.375,11.70833333,1047.507572,443.29671391935483
1195,ETH,ET03005,9402600,4059079,36.625,Ethiopia,Amhara,North Gonder,36.625,11.70833333,1406.038892,489.72129212903224
1196,ETH,ET03005,9402601,4059080,36.70833333,Ethiopia,Amhara,North Gonder,36.70833333,11.70833333,1327.610825,485.0470281612903
1197,ETH,ET03005,9402602,4059081,36.79166667,Ethiopia,Amhara,North Gonder,36.79166667,11.70833333,1278.362691,485.0470281612903
1198,ETH,ET03012,9402603,4059082,36.875,Ethiopia,Amhara,West Gojam,36.875,11.70833333,1321.653184,495.54930906451614
1199,ETH,ET03012,9402604,4059083,36.95833333,Ethiopia,Amhara,West Gojam,36.95833333,11.70833333,1371.352237,488.5375048387097
1200,ETH,ET03012,9402605,4059084,37.04166667,Ethiopia,Amhara,West Gojam,37.04166667,11.70833333,1377.209862,562.3093547419354
1201,ETH,ET03012,9402606,4059085,37.125,Ethiopia,Amhara,West Gojam,37.125,11.70833333,1322.480551,322.30616496774195
1202,ETH,ET03012,9402607,4059086,37.20833333,Ethiopia,Amhara,West Gojam,37.20833333,11.70833333,1332.290012,317.17568303225806
1203,ETH,ET03012,9402608,4059087,37.29166667,Ethiopia,Amhara,West Gojam,37.29166667,11.70833333,1344.576316,317.17568303225806
1204,ETH,ET03012,9402610,4059089,37.45833333,Ethiopia,Amhara,West Gojam,37.45833333,11.70833333,1340.911273,115.50207608064515
1205,ETH,ET03009,9402611,4059090,37.54166667,Ethiopia,Amhara,South Gonder,37.54166667,11.70833333,1355.628602,104.90983533870968
1206,ETH,ET03009,9402612,4059091,37.625,Ethiopia,Amhara,South Gonder,37.625,11.70833333,1402.509102,434.5720112258064
1207,ETH,ET03009,9402613,4059092,37.70833333,Ethiopia,Amhara,South Gonder,37.70833333,11.70833333,1406.04937,426.80717729032256
1208,ETH,ET03009,9402614,4059093,37.79166667,Ethiopia,Amhara,South Gonder,37.79166667,11.70833333,1389.064774,426.80717729032256
1209,ETH,ET03009,9402615,4059094,37.875,Ethiopia,Amhara,South Gonder,37.875,11.70833333,1402.417121,428.1556058387097
1210,ETH,ET03009,9402616,4059095,37.95833333,Ethiopia,Amhara,South Gonder,37.95833333,11.70833333,1470.326225,419.41510732258064
1211,ETH,ET03009,9402617,4059096,38.04166667,Ethiopia,Amhara,South Gonder,38.04166667,11.70833333,1452.647523,389.5820881290323
1212,ETH,ET03009,9402618,4059097,38.125,Ethiopia,Amhara,South Gonder,38.125,11.70833333,1405.989407,341.7845482258065
1213,ETH,ET03009,9402619,4059098,38.20833333,Ethiopia,Amhara,South Gonder,38.20833333,11.70833333,1459.221811,306.2451261612903
1214,ETH,ET03009,9402620,4059099,38.29166667,Ethiopia,Amhara,South Gonder,38.29166667,11.70833333,1298.915785,306.2451261612903
1215,ETH,ET03009,9402621,4059100,38.375,Ethiopia,Amhara,South Gonder,38.375,11.70833333,1134.471582,329.3753071612903
1216,ETH,ET03009,9402622,4059101,38.45833333,Ethiopia,Amhara,South Gonder,38.45833333,11.70833333,1054.470913,341.94028567741935
1217,ETH,ET03009,9402623,4059102,38.54166667,Ethiopia,Amhara,South Gonder,38.54166667,11.70833333,924.8246834,342.86764003225807
1218,ETH,ET03007,9402624,4059103,38.625,Ethiopia,Amhara,North Wollo,38.625,11.70833333,884.0776434,361.8564821935484
1219,ETH,ET03007,9402625,4059104,38.70833333,Ethiopia,Amhara,North Wollo,38.70833333,11.70833333,927.044722,350.80622848387094
1220,ETH,ET03007,9402626,4059105,38.79166667,Ethiopia,Amhara,North Wollo,38.79166667,11.70833333,1005.928061,350.80622848387094
1221,ETH,ET03007,9402627,4059106,38.875,Ethiopia,Amhara,North Wollo,38.875,11.70833333,894.1457449,358.60235796774197
1222,ETH,ET03007,9402628,4059107,38.95833333,Ethiopia,Amhara,North Wollo,38.95833333,11.70833333,953.0613512,339.31604351612907
1223,ETH,ET03007,9402629,4059108,39.04166667,Ethiopia,Amhara,North Wollo,39.04166667,11.70833333,1002.093244,351.3378436451613
1224,ETH,ET03007,9402630,4059109,39.125,Ethiopia,Amhara,North Wollo,39.125,11.70833333,997.0958941,346.90729248387095
1225,ETH,ET03007,9402631,4059110,39.20833333,Ethiopia,Amhara,North Wollo,39.20833333,11.70833333,1009.38532,349.15711196774197
1226,ETH,ET03007,9402632,4059111,39.29166667,Ethiopia,Amhara,North Wollo,39.29166667,11.70833333,1027.497322,349.15711196774197
1227,ETH,ET03007,9402633,4059112,39.375,Ethiopia,Amhara,North Wollo,39.375,11.70833333,1077.910539,347.40074241935486
1228,ETH,ET03007,9402634,4059113,39.45833333,Ethiopia,Amhara,North Wollo,39.45833333,11.70833333,1195.523705,359.22255816129035
1229,ETH,ET03007,9402635,4059114,39.54166667,Ethiopia,Amhara,North Wollo,39.54166667,11.70833333,1181.741246,368.77896158064516
1230,ETH,ET03007,9402636,4059115,39.625,Ethiopia,Amhara,North Wollo,39.625,11.70833333,1047.120344,324.3717250258065
1231,ETH,ET03007,9402637,4059116,39.70833333,Ethiopia,Amhara,North Wollo,39.70833333,11.70833333,948.0469664,317.8853478580645
1232,ETH,ET03007,9402638,4059117,39.79166667,Ethiopia,Amhara,North Wollo,39.79166667,11.70833333,935.8929259,317.8853478580645
1233,ETH,ET03007,9402639,4059118,39.875,Ethiopia,Amhara,North Wollo,39.875,11.70833333,792.3693272,308.4602953451613
1234,ETH,ET02001,9402652,4059131,40.95833333,Ethiopia,Afar,Afar Zone 1,40.95833333,11.70833333,234.15694,100.79215241806452
1235,ETH,ET02001,9402653,4059132,41.04166667,Ethiopia,Afar,Afar Zone 1,41.04166667,11.70833333,194.6159315,108.84433991935484
1236,ETH,ET02001,9402654,4059133,41.125,Ethiopia,Afar,Afar Zone 1,41.125,11.70833333,179.0492115,116.75019439677419
1237,ETH,ET02001,9402655,4059134,41.20833333,Ethiopia,Afar,Afar Zone 1,41.20833333,11.70833333,169.886599,89.30030379387097
