point_id,y,prod_level,alloc_key,cell5m,x,name_cntr,name_adm1,name_adm2,lon,lat,mean_rain_mm,whea_a,maiz_a,barl_a,sorg_a
1034,ETH,ET03007,9352623,4037502,38.54166667,Ethiopia,Amhara,North Wollo,38.54166667,12.125,880.092438,212.4,464.9,294.9,827.6
1035,ETH,ET03007,9352624,4037503,38.625,Ethiopia,Amhara,North Wollo,38.625,12.125,877.367622,415.4,765.9,583.9,1033.6
1036,ETH,ET03007,9352625,4037504,38.70833333,Ethiopia,Amhara,North Wollo,38.70833333,12.125,875.8722629,313.9,313.5,462.5,583.7
1037,ETH,ET03007,9352626,4037505,38.79166667,Ethiopia,Amhara,North Wollo,38.79166667,12.125,924.0230714,361.5,253.9,583.9,532.2
1038,ETH,ET03007,9352627,4037506,38.875,Ethiopia,Amhara,North Wollo,38.875,12.125,889.9851799,364.7,254.7,589.7,539.1
1039,ETH,ET03007,9352628,4037507,38.95833333,Ethiopia,Amhara,North Wollo,38.95833333,12.125,862.9726169,482,333,780.5,666.2
1040,ETH,ET03007,9352629,4037508,39.04166667,Ethiopia,Amhara,North Wollo,39.04166667,12.125,990.5561191,710.3,336.6,1156.3,576.9
1041,ETH,ET03007,9352630,4037509,39.125,Ethiopia,Amhara,North Wollo,39.125,12.125,1004.220661,558.1,0,907.7,0
1042,ETH,ET03007,9352631,4037510,39.20833333,Ethiopia,Amhara,North Wollo,39.20833333,12.125,1017.232285,155.9,0,138.8,0
1043,ETH,ET03007,9352632,4037511,39.29166667,Ethiopia,Amhara,North Wollo,39.29166667,12.125,970.0568589,645.8,0,956.5,0
1044,ETH,ET03007,9352633,4037512,39.375,Ethiopia,Amhara,North Wollo,39.375,12.125,911.6438627,584.4,253.9,864,194.2
1045,ETH,ET03007,9352634,4037513,39.45833333,Ethiopia,Amhara,North Wollo,39.45833333,12.125,810.7368784,742,438.1,1214.1,772.6
1046,ETH,ET03007,9352635,4037514,39.54166667,Ethiopia,Amhara,North Wollo,39.54166667,12.125,809.5168512,0,0,0,0
1047,ETH,ET03007,9352636,4037515,39.625,Ethiopia,Amhara,North Wollo,39.625,12.125,714.20342,624.9,5222.7,555,7293.9
1048,ETH,ET03007,9352637,4037516,39.70833333,Ethiopia,Amhara,North Wollo,39.70833333,12.125,754.547705,293.4,3004.6,329.5,4342.5
1049,ETH,ET03007,9352638,4037517,39.79166667,Ethiopia,Amhara,North Wollo,39.79166667,12.125,762.1657839,269.6,573.5,323.7,892.3
1050,ETH,ET02001,9352661,4037540,41.70833333,Ethiopia,Afar,Afar Zone 1,41.70833333,12.125,171.233126,0,0,0,0
1051,ETH,ET03005,9362599,4041798,36.54166667,Ethiopia,Amhara,North Gonder,36.54166667,12.04166667,1299.946206,0,1532.7,0,1209.9
1052,ETH,ET03005,9362600,4041799,36.625,Ethiopia,Amhara,North Gonder,36.625,12.04166667,1239.273478,0,1517,0,1236
1053,ETH,ET03005,9362601,4041800,36.70833333,Ethiopia,Amhara,North Gonder,36.70833333,12.04166667,1340.832771,613.9,858.3,664.5,816.8
1054,ETH,ET03005,9362602,4041801,36.79166667,Ethiopia,Amhara,North Gonder,36.79166667,12.04166667,1263.835986,1764.4,1820,1702.4,1462.4
1055,ETH,ET03005,9362603,4041802,36.875,Ethiopia,Amhara,North Gonder,36.875,12.04166667,1240.47687,2666.7,2706,1949.5,1866.3
1056,ETH,ET03005,9362604,4041803,36.95833333,Ethiopia,Amhara,North Gonder,36.95833333,12.04166667,1218.871451,2777.9,2967,2032,2022.4
1057,ETH,ET03009,9362612,4041811,37.625,Ethiopia,Amhara,South Gonder,37.625,12.04166667,1137.367026,1089.2,2423.6,651,2480.9
1058,ETH,ET03009,9362613,4041812,37.70833333,Ethiopia,Amhara,South Gonder,37.70833333,12.04166667,1085.43395,1452.4,3597.2,721.6,3497.7
1059,ETH,ET03009,9362614,4041813,37.79166667,Ethiopia,Amhara,South Gonder,37.79166667,12.04166667,1034.499435,1492.7,3932.7,761.7,3306.5
1060,ETH,ET03009,9362615,4041814,37.875,Ethiopia,Amhara,South Gonder,37.875,12.04166667,1023.61834,1816,4094.1,1109.8,3203.3
1061,ETH,ET03009,9362616,4041815,37.95833333,Ethiopia,Amhara,South Gonder,37.95833333,12.04166667,1106.089947,1967.8,3869.1,1516.9,2500.2
1062,ETH,ET03009,9362617,4041816,38.04166667,Ethiopia,Amhara,South Gonder,38.04166667,12.04166667,1108.029152,1511.5,2428.7,1308,1632
1063,ETH,ET03009,9362618,4041817,38.125,Ethiopia,Amhara,South Gonder,38.125,12.04166667,1280.462936,290.2,253.9,339.1,253.8
1064,ETH,ET03009,9362619,4041818,38.20833333,Ethiopia,Amhara,South Gonder,38.20833333,12.04166667,1111.626022,357.5,302.5,414.8,288.8
1065,ETH,ET03009,9362620,4041819,38.29166667,Ethiopia,Amhara,South Gonder,38.29166667,12.04166667,1059.833956,219.5,253.9,266.5,243.5
1066,ETH,ET03009,9362621,4041820,38.375,Ethiopia,Amhara,South Gonder,38.375,12.04166667,949.5979778,155.9,253.9,145.3,202.7
1067,ETH,ET03009,9362622,4041821,38.45833333,Ethiopia,Amhara,South Gonder,38.45833333,12.04166667,906.1640665,155.9,253.9,136.2,207.1
1068,ETH,ET03009,9362623,4041822,38.54166667,Ethiopia,Amhara,South Gonder,38.54166667,12.04166667,856.9438589,275,603.3,281.6,507.6
1069,ETH,ET03007,9362624,4041823,38.625,Ethiopia,Amhara,North Wollo,38.625,12.04166667,852.0241217,221.9,502.3,306.4,920.2
1070,ETH,ET03007,9362625,4041824,38.70833333,Ethiopia,Amhara,North Wollo,38.70833333,12.04166667,897.2941595,269.6,496.9,375.8,662.7
1071,ETH,ET03007,9362626,4041825,38.79166667,Ethiopia,Amhara,North Wollo,38.79166667,12.04166667,921.1261443,253.7,313.5,352.6,463.6
1072,ETH,ET03007,9362627,4041826,38.875,Ethiopia,Amhara,North Wollo,38.875,12.04166667,862.4957962,745.2,698.2,1110.1,1232.7
1073,ETH,ET03007,9362628,4041827,38.95833333,Ethiopia,Amhara,North Wollo,38.95833333,12.04166667,842.5338234,1921.7,1951.7,2965.9,2744.4
1074,ETH,ET03007,9362629,4041828,39.04166667,Ethiopia,Amhara,North Wollo,39.04166667,12.04166667,943.8965336,878.4,450.6,1323.9,824.1
1075,ETH,ET03007,9362630,4041829,39.125,Ethiopia,Amhara,North Wollo,39.125,12.04166667,997.4896881,627.8,274.3,1017.5,432.7
1076,ETH,ET03007,9362631,4041830,39.20833333,Ethiopia,Amhara,North Wollo,39.20833333,12.04166667,973.4422888,510.5,0,832.6,0
1077,ETH,ET03007,9362632,4041831,39.29166667,Ethiopia,Amhara,North Wollo,39.29166667,12.04166667,959.4583586,599.8,0,989.9,0
1078,ETH,ET03007,9362633,4041832,39.375,Ethiopia,Amhara,North Wollo,39.375,12.04166667,989.1419609,800.2,0,1250.8,0
1079,ETH,ET03007,9362634,4041833,39.45833333,Ethiopia,Amhara,North Wollo,39.45833333,12.04166667,845.4018864,328,255.8,539.3,263.1
1080,ETH,ET03007,9362635,4041834,39.54166667,Ethiopia,Amhara,North Wollo,39.54166667,12.04166667,820.302637,232.6,264.3,370.2,288.4
1081,ETH,ET03007,9362636,4041835,39.625,Ethiopia,Amhara,North Wollo,39.625,12.04166667,753.4429511,472.7,2484.1,508.8,3718.9
1082,ETH,ET03007,9362637,4041836,39.70833333,Ethiopia,Amhara,North Wollo,39.70833333,12.04166667,732.2404266,436.8,4558.7,468.3,6449.2
1083,ETH,ET03007,9362638,4041837,39.79166667,Ethiopia,Amhara,North Wollo,39.79166667,12.04166667,753.4616221,225.2,639.4,294.9,940.8
1084,ETH,ET03005,9372598,4046117,36.45833333,Ethiopia,Amhara,North Gonder,36.45833333,11.95833333,1198.615349,0,3577.1,0,2567.1
1085,ETH,ET03005,9372600,4046119,36.625,Ethiopia,Amhara,North Gonder,36.625,11.95833333,1249.908923,0,2016.3,0,1673.3
1086,ETH,ET03005,9372601,4046120,36.70833333,Ethiopia,Amhara,North Gonder,36.70833333,11.95833333,1391.505938,480.3,485.8,521.7,465.7
1087,ETH,ET03005,9372602,4046121,36.79166667,Ethiopia,Amhara,North Gonder,36.79166667,11.95833333,1303.546579,2251.6,2105.7,2125.3,1631.2
1088,ETH,ET03005,9372603,4046122,36.875,Ethiopia,Amhara,North Gonder,36.875,11.95833333,1301.783427,3775.6,3381.3,2861.2,2597.7
1089,ETH,ET03005,9372604,4046123,36.95833333,Ethiopia,Amhara,North Gonder,36.95833333,11.95833333,1289.992583,2140.2,2364.7,1856.2,1707
1090,ETH,ET03009,9372612,4046131,37.625,Ethiopia,Amhara,South Gonder,37.625,11.95833333,1219.321897,1369.3,3914.9,809.8,3309.5
1091,ETH,ET03009,9372613,4046132,37.70833333,Ethiopia,Amhara,South Gonder,37.70833333,11.95833333,1188.765505,1781.6,4184.3,1272.3,3314.9
1092,ETH,ET03009,9372614,4046133,37.79166667,Ethiopia,Amhara,South Gonder,37.79166667,11.95833333,1155.181038,2296.9,4518.6,1833.8,3322.1
1093,ETH,ET03009,9372615,4046134,37.875,Ethiopia,Amhara,South Gonder,37.875,11.95833333,1164.377249,2884.6,5524.9,2418,3470.3
1094,ETH,ET03009,9372616,4046135,37.95833333,Ethiopia,Amhara,South Gonder,37.95833333,11.95833333,1298.53766,1698.8,2370.2,1665.4,1812.5
1095,ETH,ET03009,9372617,4046136,38.04166667,Ethiopia,Amhara,South Gonder,38.04166667,11.95833333,1256.122398,1555.5,2360,1492.7,1728.1
1096,ETH,ET03009,9372618,4046137,38.125,Ethiopia,Amhara,South Gonder,38.125,11.95833333,1230.752681,451.5,529.4,466.3,453.8
1097,ETH,ET03009,9372619,4046138,38.20833333,Ethiopia,Amhara,South Gonder,38.20833333,11.95833333,1152.826428,392.9,319.7,466.3,316.5
1098,ETH,ET03009,9372620,4046139,38.29166667,Ethiopia,Amhara,South Gonder,38.29166667,11.95833333,1078.615059,271.1,296.9,324,293.1
1099,ETH,ET03009,9372621,4046140,38.375,Ethiopia,Amhara,South Gonder,38.375,11.95833333,960.9531794,155.9,253.9,142.3,190.2
1100,ETH,ET03009,9372622,4046141,38.45833333,Ethiopia,Amhara,South Gonder,38.45833333,11.95833333,947.5772521,156.8,253.9,184.7,210
1101,ETH,ET03009,9372623,4046142,38.54166667,Ethiopia,Amhara,South Gonder,38.54166667,11.95833333,891.9546808,331.3,418.7,384.5,398.1
1102,ETH,ET03007,9372624,4046143,38.625,Ethiopia,Amhara,North Wollo,38.625,11.95833333,851.1216104,250.5,454.2,352.6,848.2
1103,ETH,ET03007,9372625,4046144,38.70833333,Ethiopia,Amhara,North Wollo,38.70833333,11.95833333,872.7989002,434.4,379.3,682.2,738.2
1104,ETH,ET03007,9372626,4046145,38.79166667,Ethiopia,Amhara,North Wollo,38.79166667,11.95833333,889.265525,225.2,253.9,318,370.8
1105,ETH,ET03007,9372627,4046146,38.875,Ethiopia,Amhara,North Wollo,38.875,11.95833333,834.957963,1931.2,2170.8,2977.5,2976
1106,ETH,ET03007,9372628,4046147,38.95833333,Ethiopia,Amhara,North Wollo,38.95833333,11.95833333,810.0839684,2888.9,3190.4,4087.2,4293.9
1107,ETH,ET03007,9372629,4046148,39.04166667,Ethiopia,Amhara,North Wollo,39.04166667,11.95833333,821.5678984,2609.8,2386.1,4087.2,3456.6
1108,ETH,ET03007,9372630,4046149,39.125,Ethiopia,Amhara,North Wollo,39.125,11.95833333,882.1033563,1268.4,819.3,2040.9,1280.8
1109,ETH,ET03007,9372631,4046150,39.20833333,Ethiopia,Amhara,North Wollo,39.20833333,11.95833333,879.3316827,868.9,439.9,1416.5,731.4
1110,ETH,ET03007,9372632,4046151,39.29166667,Ethiopia,Amhara,North Wollo,39.29166667,11.95833333,875.5513516,1005.2,432.8,1636.1,707.3
1111,ETH,ET03007,9372633,4046152,39.375,Ethiopia,Amhara,North Wollo,39.375,11.95833333,1008.346851,1913.3,0,3513.6,0
1112,ETH,ET03007,9372634,4046153,39.45833333,Ethiopia,Amhara,North Wollo,39.45833333,11.95833333,976.0048894,1008.7,432.3,1640.8,582.2
1113,ETH,ET03007,9372635,4046154,39.54166667,Ethiopia,Amhara,North Wollo,39.54166667,11.95833333,961.6933867,903.8,602,1445.4,923.7
1114,ETH,ET03007,9372636,4046155,39.625,Ethiopia,Amhara,North Wollo,39.625,11.95833333,832.0957666,719.8,411.4,954,806.9
1115,ETH,ET03007,9372637,4046156,39.70833333,Ethiopia,Amhara,North Wollo,39.70833333,11.95833333,803.7144067,740.3,2161.7,942.4,3060.9
1116,ETH,ET03007,9372638,4046157,39.79166667,Ethiopia,Amhara,North Wollo,39.79166667,11.95833333,815.3505421,348.8,771.2,468.3,1148.8
1117,ETH,ET02001,9372659,4046178,41.54166667,Ethiopia,Afar,Afar Zone 1,41.54166667,11.95833333,175.5244194,0,0,0,0
1118,ETH,ET02001,9372660,4046179,41.625,Ethiopia,Afar,Afar Zone 1,41.625,11.95833333,168.6048638,0,0,0,200.3
1119,ETH,ET04003,9382583,4050422,35.20833333,Ethiopia,Benishangul Gumuz,Metekel,35.20833333,11.875,962.1737956,1299,1218.5,1285.4,1002.5
1120,ETH,ET03005,9382600,4050439,36.625,Ethiopia,Amhara,North Gonder,36.625,11.875,1268.226074,0,1097,0,940.3
1121,ETH,ET03005,9382601,4050440,36.70833333,Ethiopia,Amhara,North Gonder,36.70833333,11.875,1315.46926,0,546.9,0,458.9
1122,ETH,ET03005,9382602,4050441,36.79166667,Ethiopia,Amhara,North Gonder,36.79166667,11.875,1355.26682,1433.5,1600.4,1351,1279.4
1123,ETH,ET03005,9382603,4050442,36.875,Ethiopia,Amhara,North Gonder,36.875,11.875,1350.364006,1504.6,1655.2,1394.9,1343.2
1124,ETH,ET03012,9382604,4050443,36.95833333,Ethiopia,Amhara,West Gojam,36.95833333,11.875,1351.005087,1127.7,1903,643.3,1577.4
1125,ETH,ET03009,9382611,4050450,37.54166667,Ethiopia,Amhara,South Gonder,37.54166667,11.875,1310.063401,1348.8,3309.4,847.8,2573.5
1126,ETH,ET03009,9382612,4050451,37.625,Ethiopia,Amhara,South Gonder,37.625,11.875,1304.983942,1547.9,4296.8,833.4,3381.3
1127,ETH,ET03009,9382613,4050452,37.70833333,Ethiopia,Amhara,South Gonder,37.70833333,11.875,1324.420894,2153.7,4633.3,1803.9,2961
1128,ETH,ET03009,9382614,4050453,37.79166667,Ethiopia,Amhara,South Gonder,37.79166667,11.875,1356.804165,1639.8,2880.4,1597.5,2009.9
1129,ETH,ET03009,9382615,4050454,37.875,Ethiopia,Amhara,South Gonder,37.875,11.875,1398.206697,1351,2098,1363.2,1591.6
1130,ETH,ET03009,9382616,4050455,37.95833333,Ethiopia,Amhara,South Gonder,37.95833333,11.875,1611.114485,1951.7,2188.6,1888.1,1805.3
1131,ETH,ET03009,9382617,4050456,38.04166667,Ethiopia,Amhara,South Gonder,38.04166667,11.875,1566.301253,3657.5,3806.2,3269,2973.6
1132,ETH,ET03009,9382618,4050457,38.125,Ethiopia,Amhara,South Gonder,38.125,11.875,1381.196464,2949.7,2890.1,2771.3,2335.6
1133,ETH,ET03009,9382619,4050458,38.20833333,Ethiopia,Amhara,South Gonder,38.20833333,11.875,1207.353951,2623.3,2284.4,2818.4,1837.1
1134,ETH,ET03009,9382620,4050459,38.29166667,Ethiopia,Amhara,South Gonder,38.29166667,11.875,1074.889754,306.1,317.7,366.4,316.5
1135,ETH,ET03009,9382621,4050460,38.375,Ethiopia,Amhara,South Gonder,38.375,11.875,1072.843252,292.8,255.3,345.2,239.5
1136,ETH,ET03009,9382622,4050461,38.45833333,Ethiopia,Amhara,South Gonder,38.45833333,11.875,1005.076777,299.1,309,357.3,304.8
1137,ETH,ET03009,9382623,4050462,38.54166667,Ethiopia,Amhara,South Gonder,38.54166667,11.875,909.4201439,221.8,253.9,242.2,256.7
1138,ETH,ET03007,9382624,4050463,38.625,Ethiopia,Amhara,North Wollo,38.625,11.875,927.5746569,332.9,284.9,537.7,652.4
1139,ETH,ET03007,9382625,4050464,38.70833333,Ethiopia,Amhara,North Wollo,38.70833333,11.875,919.303212,450.3,348.2,728.5,628.4
1140,ETH,ET03007,9382626,4050465,38.79166667,Ethiopia,Amhara,North Wollo,38.79166667,11.875,891.8883963,338.6,324.8,468.3,562.9
1141,ETH,ET03007,9382627,4050466,38.875,Ethiopia,Amhara,North Wollo,38.875,11.875,842.8065259,1909,1969.2,2948.6,2831.7
1142,ETH,ET03007,9382628,4050467,38.95833333,Ethiopia,Amhara,North Wollo,38.95833333,11.875,813.3952088,2137.3,2062.9,3312.8,3003.9
1143,ETH,ET03007,9382629,4050468,39.04166667,Ethiopia,Amhara,North Wollo,39.04166667,11.875,887.317507,1921.7,1539.2,3133.6,2232
1144,ETH,ET03007,9382630,4050469,39.125,Ethiopia,Amhara,North Wollo,39.125,11.875,864.8036484,1709.2,944,2780.9,1517.7
1145,ETH,ET03007,9382631,4050470,39.20833333,Ethiopia,Amhara,North Wollo,39.20833333,11.875,931.8734335,2030.3,0,3283.9,0
1146,ETH,ET03007,9382632,4050471,39.29166667,Ethiopia,Amhara,North Wollo,39.29166667,11.875,1029.538785,3443.8,0,4087.2,0
1147,ETH,ET03007,9382633,4050472,39.375,Ethiopia,Amhara,North Wollo,39.375,11.875,1103.067183,2378.4,0,3850.5,0
1148,ETH,ET03007,9382634,4050473,39.45833333,Ethiopia,Amhara,North Wollo,39.45833333,11.875,963.5717352,231.4,253.9,370.1,251.5
1149,ETH,ET03007,9382635,4050474,39.54166667,Ethiopia,Amhara,North Wollo,39.54166667,11.875,951.17317,1617.2,1596.4,2387.8,2341.9
1150,ETH,ET03007,9382636,4050475,39.625,Ethiopia,Amhara,North Wollo,39.625,11.875,956.5192678,589.8,342,786.2,679.9
1151,ETH,ET03007,9382637,4050476,39.70833333,Ethiopia,Amhara,North Wollo,39.70833333,11.875,843.4928733,1287.4,4364.5,1653.6,6164.5
1152,ETH,ET03007,9382638,4050477,39.79166667,Ethiopia,Amhara,North Wollo,39.79166667,11.875,842.2066237,757.9,1973.4,977.1,2393.4
1153,ETH,ET03005,9392600,4054759,36.625,Ethiopia,Amhara,North Gonder,36.625,11.79166667,1361.422457,0,1832.1,0,1527.9
1154,ETH,ET03005,9392601,4054760,36.70833333,Ethiopia,Amhara,North Gonder,36.70833333,11.79166667,1396.074643,450.8,1366.1,472.3,1129.7
1155,ETH,ET03005,9392602,4054761,36.79166667,Ethiopia,Amhara,North Gonder,36.79166667,11.79166667,1306.508847,1085.6,1926.3,1065.4,1609.8
1156,ETH,ET03012,9392603,4054762,36.875,Ethiopia,Amhara,West Gojam,36.875,11.79166667,1310.571129,313.4,1609.8,257.8,1709.1
1157,ETH,ET03012,9392604,4054763,36.95833333,Ethiopia,Amhara,West Gojam,36.95833333,11.79166667,1369.583581,1092.9,1900.5,665.5,1607.6
1158,ETH,ET03012,9392605,4054764,37.04166667,Ethiopia,Amhara,West Gojam,37.04166667,11.79166667,1360.13288,1997.7,3113.9,1151.7,2728.6
1159,ETH,ET03012,9392606,4054765,37.125,Ethiopia,Amhara,West Gojam,37.125,11.79166667,1302.514151,1162.3,1781.7,395.3,1981.3
1160,ETH,ET03012,9392607,4054766,37.20833333,Ethiopia,Amhara,West Gojam,37.20833333,11.79166667,1306.804013,1394.8,2292.7,898.7,2160.7
1161,ETH,ET03009,9392611,4054770,37.54166667,Ethiopia,Amhara,South Gonder,37.54166667,11.79166667,1349.933775,3269.4,6032.1,2955.1,3797.3
1162,ETH,ET03009,9392612,4054771,37.625,Ethiopia,Amhara,South Gonder,37.625,11.79166667,1373.143944,2175.5,4600.6,1712,2926.3
1163,ETH,ET03009,9392613,4054772,37.70833333,Ethiopia,Amhara,South Gonder,37.70833333,11.79166667,1374.077139,1696,4153.7,1145.5,2622.9
1164,ETH,ET03009,9392614,4054773,37.79166667,Ethiopia,Amhara,South Gonder,37.79166667,11.79166667,1394.817299,2016.6,4290.4,1691.2,2727.7
1165,ETH,ET03009,9392615,4054774,37.875,Ethiopia,Amhara,South Gonder,37.875,11.79166667,1451.253155,1652.1,2844.8,1592.7,2000
1166,ETH,ET03009,9392616,4054775,37.95833333,Ethiopia,Amhara,South Gonder,37.95833333,11.79166667,1502.412243,1171.2,1628.1,1147.6,1317.2
1167,ETH,ET03009,9392617,4054776,38.04166667,Ethiopia,Amhara,South Gonder,38.04166667,11.79166667,1494.60556,1927.1,1949.5,2012.3,1642.5
1168,ETH,ET03009,9392618,4054777,38.125,Ethiopia,Amhara,South Gonder,38.125,11.79166667,1459.492005,3595.6,2922.8,3201.7,2116.4
1169,ETH,ET03009,9392619,4054778,38.20833333,Ethiopia,Amhara,South Gonder,38.20833333,11.79166667,1378.14012,1339.1,306.4,1528,241.2
1170,ETH,ET03009,9392620,4054779,38.29166667,Ethiopia,Amhara,South Gonder,38.29166667,11.79166667,1274.723898,1776.8,308.7,1886.4,288.1
1171,ETH,ET03009,9392621,4054780,38.375,Ethiopia,Amhara,South Gonder,38.375,11.79166667,1144.541162,2811.8,1623.6,2985.4,1154
1172,ETH,ET03009,9392622,4054781,38.45833333,Ethiopia,Amhara,South Gonder,38.45833333,11.79166667,1003.5841,390.9,352.4,466.3,347.1
1173,ETH,ET03009,9392623,4054782,38.54166667,Ethiopia,Amhara,South Gonder,38.54166667,11.79166667,954.0916774,379.8,337.3,454.2,338.3
1174,ETH,ET03007,9392624,4054783,38.625,Ethiopia,Amhara,North Wollo,38.625,11.79166667,987.0519371,1656.4,1387.2,1624.6,1876.2
1175,ETH,ET03007,9392625,4054784,38.70833333,Ethiopia,Amhara,North Wollo,38.70833333,11.79166667,942.9775099,1225.1,1032.9,1376,1485
1176,ETH,ET03007,9392626,4054785,38.79166667,Ethiopia,Amhara,North Wollo,38.79166667,11.79166667,957.3923399,757.9,489.5,1191,889.3
1177,ETH,ET03007,9392627,4054786,38.875,Ethiopia,Amhara,North Wollo,38.875,11.79166667,854.374967,2403.7,2311.6,3873.6,3239.8
1178,ETH,ET03007,9392628,4054787,38.95833333,Ethiopia,Amhara,North Wollo,38.95833333,11.79166667,949.614965,929.1,605.5,1485.8,1081.7
1179,ETH,ET03007,9392629,4054788,39.04166667,Ethiopia,Amhara,North Wollo,39.04166667,11.79166667,994.4363382,4083.8,0,3364.8,0
1180,ETH,ET03007,9392630,4054789,39.125,Ethiopia,Amhara,North Wollo,39.125,11.79166667,1007.321403,4455.7,0,4087.2,0
1181,ETH,ET03007,9392631,4054790,39.20833333,Ethiopia,Amhara,North Wollo,39.20833333,11.79166667,1014.525325,3672.1,0,4087.2,0
1182,ETH,ET03007,9392632,4054791,39.29166667,Ethiopia,Amhara,North Wollo,39.29166667,11.79166667,1062.749135,2603.4,0,4087.2,0
1183,ETH,ET03007,9392633,4054792,39.375,Ethiopia,Amhara,North Wollo,39.375,11.79166667,1157.759325,2809.6,0,4087.2,0
1184,ETH,ET03007,9392634,4054793,39.45833333,Ethiopia,Amhara,North Wollo,39.45833333,11.79166667,1115.545025,742,0,1208.3,0
1185,ETH,ET03007,9392635,4054794,39.54166667,Ethiopia,Amhara,North Wollo,39.54166667,11.79166667,1088.403403,1477.7,1332.6,2347.3,1933.2
1186,ETH,ET03007,9392636,4054795,39.625,Ethiopia,Amhara,North Wollo,39.625,11.79166667,1031.218137,1744.1,1711.1,2497.6,2468.9
1187,ETH,ET03007,9392637,4054796,39.70833333,Ethiopia,Amhara,North Wollo,39.70833333,11.79166667,918.0360911,1106.7,2459.1,1520.6,3392.2
1188,ETH,ET03007,9392638,4054797,39.79166667,Ethiopia,Amhara,North Wollo,39.79166667,11.79166667,890.5896825,1293.8,4781.6,1717.1,6348.4
1189,ETH,ET03007,9392639,4054798,39.875,Ethiopia,Amhara,North Wollo,39.875,11.79166667,768.533397,0,0,0,0
1190,ETH,ET02001,9392642,4054801,40.125,Ethiopia,Afar,Afar Zone 1,40.125,11.79166667,580.072745,0,6404.5,875.8,3734.5
1191,ETH,ET02001,9392653,4054812,41.04166667,Ethiopia,Afar,Afar Zone 1,41.04166667,11.79166667,193.6509046,0,286.1,1751.7,795
1192,ETH,ET02001,9392654,4054813,41.125,Ethiopia,Afar,Afar Zone 1,41.125,11.79166667,180.0936558,0,498.3,1751.7,1317
1193,ETH,ET02001,9392655,4054814,41.20833333,Ethiopia,Afar,Afar Zone 1,41.20833333,11.79166667,173.3301967,0,496.5,1751.7,1610.9
1194,ETH,ET04003,9402585,4059064,35.375,Ethiopia,Benishangul Gumuz,Metekel,35.375,11.70833333,1047.507572,1299,1359.1,1285.4,1002.5
1195,ETH,ET03005,9402600,4059079,36.625,Ethiopia,Amhara,North Gonder,36.625,11.70833333,1406.038892,0,3840.8,0,3184.6
1196,ETH,ET03005,9402601,4059080,36.70833333,Ethiopia,Amhara,North Gonder,36.70833333,11.70833333,1327.610825,0,4293.1,0,3479.8
1197,ETH,ET03005,9402602,4059081,36.79166667,Ethiopia,Amhara,North Gonder,36.79166667,11.70833333,1278.362691,0,2066.6,0,1749.4
1198,ETH,ET03012,9402603,4059082,36.875,Ethiopia,Amhara,West Gojam,36.875,11.70833333,1321.653184,362.9,1516.6,309.4,1655.7
1199,ETH,ET03012,9402604,4059083,36.95833333,Ethiopia,Amhara,West Gojam,36.95833333,11.70833333,1371.352237,1519.9,2549.4,695,2220.3
1200,ETH,ET03012,9402605,4059084,37.04166667,Ethiopia,Amhara,West Gojam,37.04166667,11.70833333,1377.209862,2107.8,3832,1244.9,3211.4
1201,ETH,ET03012,9402606,4059085,37.125,Ethiopia,Amhara,West Gojam,37.125,11.70833333,1322.480551,2147.4,3912.9,1321.1,3200.7
1202,ETH,ET03012,9402607,4059086,37.20833333,Ethiopia,Amhara,West Gojam,37.20833333,11.70833333,1332.290012,2142.8,3912.8,1190.9,3204
1203,ETH,ET03012,9402608,4059087,37.29166667,Ethiopia,Amhara,West Gojam,37.29166667,11.70833333,1344.576316,2018.7,3730.3,1610.9,2851.8
1204,ETH,ET03012,9402610,4059089,37.45833333,Ethiopia,Amhara,West Gojam,37.45833333,11.70833333,1340.911273,2415.1,4397.3,2028.2,3184.3
1205,ETH,ET03009,9402611,4059090,37.54166667,Ethiopia,Amhara,South Gonder,37.54166667,11.70833333,1355.628602,3360.4,6019.6,3127.8,3779
1206,ETH,ET03009,9402612,4059091,37.625,Ethiopia,Amhara,South Gonder,37.625,11.70833333,1402.509102,3477.3,5495.2,3430.6,3784.2
1207,ETH,ET03009,9402613,4059092,37.70833333,Ethiopia,Amhara,South Gonder,37.70833333,11.70833333,1406.04937,2012.1,3008,2016.5,2224.6
1208,ETH,ET03009,9402614,4059093,37.79166667,Ethiopia,Amhara,South Gonder,37.79166667,11.70833333,1389.064774,1356.1,2192,1398.9,1590.1
1209,ETH,ET03009,9402615,4059094,37.875,Ethiopia,Amhara,South Gonder,37.875,11.70833333,1402.417121,1835.4,2788.1,1844,2056.1
1210,ETH,ET03009,9402616,4059095,37.95833333,Ethiopia,Amhara,South Gonder,37.95833333,11.70833333,1470.326225,1290.8,1623.7,1202,1357.1
1211,ETH,ET03009,9402617,4059096,38.04166667,Ethiopia,Amhara,South Gonder,38.04166667,11.70833333,1452.647523,2066.2,1985.4,1942.4,1610.3
1212,ETH,ET03009,9402618,4059097,38.125,Ethiopia,Amhara,South Gonder,38.125,11.70833333,1405.989407,1175.8,858.7,1292.8,618.2
1213,ETH,ET03009,9402619,4059098,38.20833333,Ethiopia,Amhara,South Gonder,38.20833333,11.70833333,1459.221811,219.9,0,252.3,0
1214,ETH,ET03009,9402620,4059099,38.29166667,Ethiopia,Amhara,South Gonder,38.29166667,11.70833333,1298.915785,1294.3,0,1486.7,0
