point_id,y,prod_level,alloc_key,cell5m,x,name_cntr,name_adm1,name_adm2,lon,lat,mean_rain_mm,whea_a,maiz_a,barl_a,sorg_a
2521,ETH,ET03006,9622632,4154151,39.29166667,Ethiopia,Amhara,North Shewa (K3),39.29166667,9.875,907.9208134,399.1,431.4,586.4,493.8
2522,ETH,ET03006,9622633,4154152,39.375,Ethiopia,Amhara,North Shewa (K3),39.375,9.875,928.2824693,507.4,518.2,754,607.1
2523,ETH,ET03006,9622634,4154153,39.45833333,Ethiopia,Amhara,North Shewa (K3),39.45833333,9.875,1006.978878,584.1,633.4,855.4,706.8
2524,ETH,ET03006,9622635,4154154,39.54166667,Ethiopia,Amhara,North Shewa (K3),39.54166667,9.875,1040.266928,1044.7,1181.6,1318.3,1235.9
2525,ETH,ET03006,9622636,4154155,39.625,Ethiopia,Amhara,North Shewa (K3),39.625,9.875,1108.284102,917.8,786.4,1199.3,912
2526,ETH,ET03006,9622637,4154156,39.70833333,Ethiopia,Amhara,North Shewa (K3),39.70833333,9.875,1252.686622,1337.3,0,1918,0
2527,ETH,ET03006,9622638,4154157,39.79166667,Ethiopia,Amhara,North Shewa (K3),39.79166667,9.875,1115.932695,1506.4,1550.3,2244.2,1861.4
2528,ETH,ET03006,9622639,4154158,39.875,Ethiopia,Amhara,North Shewa (K3),39.875,9.875,918.1812597,409.7,1296.4,507.1,1426.7
2529,ETH,ET03006,9622640,4154159,39.95833333,Ethiopia,Amhara,North Shewa (K3),39.95833333,9.875,806.0936731,190.3,1353.6,224.9,1752.8
2530,ETH,ET03006,9622641,4154160,40.04166667,Ethiopia,Amhara,North Shewa (K3),40.04166667,9.875,807.5212661,0,1633.5,0,1740.5
2531,ETH,ET10008,9622673,4154192,42.70833333,Ethiopia,Somali,Shinile,42.70833333,9.875,463.4244648,0,957.5,0,876.8
2532,ETH,ET10005,9622674,4154193,42.79166667,Ethiopia,Somali,Jijiga,42.79166667,9.875,454.6363591,0,713.2,0,811.9
2533,ETH,ET10005,9622675,4154194,42.875,Ethiopia,Somali,Jijiga,42.875,9.875,474.1176561,0,713.2,0,799.3
2534,ETH,ET10005,9622676,4154195,42.95833333,Ethiopia,Somali,Jijiga,42.95833333,9.875,485.5823239,0,713.2,0,788.7
2535,ETH,ET10005,9622677,4154196,43.04166667,Ethiopia,Somali,Jijiga,43.04166667,9.875,480.6988353,2127.5,0,0,0
2536,ETH,ET10005,9622678,4154197,43.125,Ethiopia,Somali,Jijiga,43.125,9.875,499.6217336,1948.1,0,0,0
2537,ETH,ET04001,9632571,4158410,34.20833333,Ethiopia,Benishangul Gumuz,Asosa,34.20833333,9.791666666,960.5498135,999.3,1306.6,839.3,914
2538,ETH,ET04001,9632572,4158411,34.29166667,Ethiopia,Benishangul Gumuz,Asosa,34.29166667,9.791666666,963.5040235,660.7,1412.8,839.3,1005.6
2539,ETH,ET04001,9632573,4158412,34.375,Ethiopia,Benishangul Gumuz,Asosa,34.375,9.791666666,994.4747987,660.7,1554.9,839.3,1088.2
2540,ETH,ET04001,9632576,4158415,34.625,Ethiopia,Benishangul Gumuz,Asosa,34.625,9.791666666,1268.638493,660.7,1953.1,839.3,1359.4
2541,ETH,ET04001,9632577,4158416,34.70833333,Ethiopia,Benishangul Gumuz,Asosa,34.70833333,9.791666666,1251.518055,660.7,2790.4,839.3,1792.6
2542,ETH,ET04001,9632578,4158417,34.79166667,Ethiopia,Benishangul Gumuz,Asosa,34.79166667,9.791666666,1244.185675,660.7,2937.4,839.3,1961.2
2543,ETH,ET08014,9632579,4158418,34.875,Ethiopia,Oromia,West Wellega,34.875,9.791666666,1386.708093,0,5131.7,0,4329.8
2544,ETH,ET08014,9632580,4158419,34.95833333,Ethiopia,Oromia,West Wellega,34.95833333,9.791666666,1576.401672,2232.1,4004.5,1186.7,3720
2545,ETH,ET08014,9632581,4158420,35.04166667,Ethiopia,Oromia,West Wellega,35.04166667,9.791666666,1617.358392,2690.6,2841.4,1480.7,2710.8
2546,ETH,ET08014,9632582,4158421,35.125,Ethiopia,Oromia,West Wellega,35.125,9.791666666,1613.277358,3028.8,2899.4,1696,2664.5
2547,ETH,ET08014,9632583,4158422,35.20833333,Ethiopia,Oromia,West Wellega,35.20833333,9.791666666,1603.140323,3328.8,3379.3,1832.6,2986.1
2548,ETH,ET08014,9632584,4158423,35.29166667,Ethiopia,Oromia,West Wellega,35.29166667,9.791666666,1554.864379,3305.8,2933,1937.6,2538.9
2549,ETH,ET04002,9632585,4158424,35.375,Ethiopia,Benishangul Gumuz,Kemashi,35.375,9.791666666,1451.164763,1408.8,705.8,1883.2,743.9
2550,ETH,ET04002,9632586,4158425,35.45833333,Ethiopia,Benishangul Gumuz,Kemashi,35.45833333,9.791666666,1327.034295,0,2621.4,0,2598.6
2551,ETH,ET04002,9632587,4158426,35.54166667,Ethiopia,Benishangul Gumuz,Kemashi,35.54166667,9.791666666,1386.103398,0,2356,0,2340
2552,ETH,ET04002,9632588,4158427,35.625,Ethiopia,Benishangul Gumuz,Kemashi,35.625,9.791666666,1368.751341,0,4465.9,0,4509.5
2553,ETH,ET04002,9632589,4158428,35.70833333,Ethiopia,Benishangul Gumuz,Kemashi,35.70833333,9.791666666,1288.922444,0,2137.8,0,2292.7
2554,ETH,ET04002,9632590,4158429,35.79166667,Ethiopia,Benishangul Gumuz,Kemashi,35.79166667,9.791666666,1287.381779,0,1965.3,0,2001.2
2555,ETH,ET04002,9632591,4158430,35.875,Ethiopia,Benishangul Gumuz,Kemashi,35.875,9.791666666,1266.119034,0,1826.8,0,1807.3
2556,ETH,ET04002,9632592,4158431,35.95833333,Ethiopia,Benishangul Gumuz,Kemashi,35.95833333,9.791666666,1302.859756,0,1097.3,0,1207.2
2557,ETH,ET04002,9632593,4158432,36.04166667,Ethiopia,Benishangul Gumuz,Kemashi,36.04166667,9.791666666,1360.034901,0,1920,0,1835.9
2558,ETH,ET04002,9632594,4158433,36.125,Ethiopia,Benishangul Gumuz,Kemashi,36.125,9.791666666,1490.708533,0,1675.4,0,1460
2559,ETH,ET08006,9632595,4158434,36.20833333,Ethiopia,Oromia,East Wellega,36.20833333,9.791666666,1756.78704,680.3,1187,709.7,1031
2560,ETH,ET08006,9632596,4158435,36.29166667,Ethiopia,Oromia,East Wellega,36.29166667,9.791666666,1725.288774,1166.7,1938.6,1132.6,1731.7
2561,ETH,ET08006,9632597,4158436,36.375,Ethiopia,Oromia,East Wellega,36.375,9.791666666,1682.166641,816.2,1512.1,879.9,1342.7
2562,ETH,ET08006,9632598,4158437,36.45833333,Ethiopia,Oromia,East Wellega,36.45833333,9.791666666,1680.344975,1117.6,1857.2,957.6,1767.6
2563,ETH,ET08006,9632599,4158438,36.54166667,Ethiopia,Oromia,East Wellega,36.54166667,9.791666666,1732.284572,964.4,1773.4,923.6,1628.2
2564,ETH,ET08006,9632600,4158439,36.625,Ethiopia,Oromia,East Wellega,36.625,9.791666666,1761.157777,1125.5,1801.4,928.4,1713.8
2565,ETH,ET08006,9632601,4158440,36.70833333,Ethiopia,Oromia,East Wellega,36.70833333,9.791666666,1698.576124,974,1846.2,1011.1,1666.1
2566,ETH,ET08006,9632602,4158441,36.79166667,Ethiopia,Oromia,East Wellega,36.79166667,9.791666666,1678.313666,1185.5,1880.3,1142.3,1306.5
2567,ETH,ET08006,9632603,4158442,36.875,Ethiopia,Oromia,East Wellega,36.875,9.791666666,1748.407554,577.2,821.4,568.7,433.8
2568,ETH,ET08006,9632604,4158443,36.95833333,Ethiopia,Oromia,East Wellega,36.95833333,9.791666666,1710.729285,788.3,1476.8,1040.3,1176.4
2569,ETH,ET08006,9632605,4158444,37.04166667,Ethiopia,Oromia,East Wellega,37.04166667,9.791666666,1582.093583,1819.6,2258.1,1993,1732.1
2570,ETH,ET08006,9632606,4158445,37.125,Ethiopia,Oromia,East Wellega,37.125,9.791666666,1531.586479,1279,1450.7,1273.6,1156.6
2571,ETH,ET08006,9632607,4158446,37.20833333,Ethiopia,Oromia,East Wellega,37.20833333,9.791666666,1371.058674,1139.9,1502.7,1322.2,1304.5
2572,ETH,ET08006,9632608,4158447,37.29166667,Ethiopia,Oromia,East Wellega,37.29166667,9.791666666,1292.593944,734,1328.9,884.7,1091.5
2573,ETH,ET08006,9632609,4158448,37.375,Ethiopia,Oromia,East Wellega,37.375,9.791666666,1261.946927,1547.1,3907.1,1011.1,3505.8
2574,ETH,ET08006,9632610,4158449,37.45833333,Ethiopia,Oromia,East Wellega,37.45833333,9.791666666,1245.757741,1144.1,3060.1,792.4,2695.7
2575,ETH,ET08006,9632611,4158450,37.54166667,Ethiopia,Oromia,East Wellega,37.54166667,9.791666666,1380.486592,3806.6,5159.6,2916.6,4322.8
2576,ETH,ET08006,9632612,4158451,37.625,Ethiopia,Oromia,East Wellega,37.625,9.791666666,1221.828894,0,2593.6,0,2218.9
2577,ETH,ET08013,9632613,4158452,37.70833333,Ethiopia,Oromia,West Shewa,37.70833333,9.791666666,1228.891203,0,0,0,0
2578,ETH,ET08013,9632614,4158453,37.79166667,Ethiopia,Oromia,West Shewa,37.79166667,9.791666666,1245.211835,212.5,263.9,239.2,380.9
2579,ETH,ET08013,9632615,4158454,37.875,Ethiopia,Oromia,West Shewa,37.875,9.791666666,1215.140237,0,364.2,0,673.5
2580,ETH,ET08013,9632616,4158455,37.95833333,Ethiopia,Oromia,West Shewa,37.95833333,9.791666666,1216.833091,252.5,413.2,269,688.4
2581,ETH,ET08013,9632617,4158456,38.04166667,Ethiopia,Oromia,West Shewa,38.04166667,9.791666666,1167.302641,237.9,598.2,221.2,962.8
2582,ETH,ET08010,9632618,4158457,38.125,Ethiopia,Oromia,North Shewa (K4),38.125,9.791666666,1129.200862,193.2,314.8,171.9,549.2
2583,ETH,ET08010,9632619,4158458,38.20833333,Ethiopia,Oromia,North Shewa (K4),38.20833333,9.791666666,1182.071404,368.2,952.9,355.6,886.9
2584,ETH,ET08010,9632620,4158459,38.29166667,Ethiopia,Oromia,North Shewa (K4),38.29166667,9.791666666,1239.725386,2108.9,4204,1543.1,3605.9
2585,ETH,ET08010,9632621,4158460,38.375,Ethiopia,Oromia,North Shewa (K4),38.375,9.791666666,1183.13109,1539.1,2799.3,1601.1,2559.2
2586,ETH,ET08010,9632622,4158461,38.45833333,Ethiopia,Oromia,North Shewa (K4),38.45833333,9.791666666,1128.136193,1551.9,3273.9,1023.1,2688.7
2587,ETH,ET08010,9632623,4158462,38.54166667,Ethiopia,Oromia,North Shewa (K4),38.54166667,9.791666666,1213.099394,1937.2,0,2355.8,0
2588,ETH,ET08010,9632624,4158463,38.625,Ethiopia,Oromia,North Shewa (K4),38.625,9.791666666,1219.458138,2775.4,0,3611.1,0
2589,ETH,ET08010,9632625,4158464,38.70833333,Ethiopia,Oromia,North Shewa (K4),38.70833333,9.791666666,1185.17442,1410.6,0,1509.2,0
2590,ETH,ET08010,9632626,4158465,38.79166667,Ethiopia,Oromia,North Shewa (K4),38.79166667,9.791666666,995.2419987,626.7,1614.5,769.1,1357.8
2591,ETH,ET03006,9632627,4158466,38.875,Ethiopia,Amhara,North Shewa (K3),38.875,9.791666666,1048.218701,1602.1,2507.7,1565.2,2422.5
2592,ETH,ET03006,9632628,4158467,38.95833333,Ethiopia,Amhara,North Shewa (K3),38.95833333,9.791666666,927.8217685,1452.6,2167.3,1582.8,2246.2
2593,ETH,ET03006,9632629,4158468,39.04166667,Ethiopia,Amhara,North Shewa (K3),39.04166667,9.791666666,951.1111589,2217.9,2990.8,1918,2897.1
2594,ETH,ET03006,9632630,4158469,39.125,Ethiopia,Amhara,North Shewa (K3),39.125,9.791666666,968.0152912,2838.8,3761.3,2195.8,3648.7
2595,ETH,ET03006,9632631,4158470,39.20833333,Ethiopia,Amhara,North Shewa (K3),39.20833333,9.791666666,992.3823485,3606.6,4723.2,2649.9,4516.3
2596,ETH,ET03006,9632632,4158471,39.29166667,Ethiopia,Amhara,North Shewa (K3),39.29166667,9.791666666,1002.391613,3423,4399.3,2539.6,4138
2597,ETH,ET03006,9632633,4158472,39.375,Ethiopia,Amhara,North Shewa (K3),39.375,9.791666666,938.1488614,703.9,786.8,917.1,844.1
2598,ETH,ET03006,9632634,4158473,39.45833333,Ethiopia,Amhara,North Shewa (K3),39.45833333,9.791666666,986.5942512,711,651.3,996.5,745.2
2599,ETH,ET03006,9632635,4158474,39.54166667,Ethiopia,Amhara,North Shewa (K3),39.54166667,9.791666666,992.7882411,769.1,628.5,1141.9,771
2600,ETH,ET03006,9632636,4158475,39.625,Ethiopia,Amhara,North Shewa (K3),39.625,9.791666666,1100.461422,972.6,557.7,1384.4,834.3
2601,ETH,ET03006,9632637,4158476,39.70833333,Ethiopia,Amhara,North Shewa (K3),39.70833333,9.791666666,1248.616552,996.3,0,1472.7,0
2602,ETH,ET03006,9632638,4158477,39.79166667,Ethiopia,Amhara,North Shewa (K3),39.79166667,9.791666666,1106.533293,407,368.3,555.6,581.1
2603,ETH,ET03006,9632639,4158478,39.875,Ethiopia,Amhara,North Shewa (K3),39.875,9.791666666,950.7525441,161.3,403.7,180.8,470.9
2604,ETH,ET03006,9632640,4158479,39.95833333,Ethiopia,Amhara,North Shewa (K3),39.95833333,9.791666666,795.8212256,0,253.9,0,408.7
2605,ETH,ET10008,9632663,4158502,41.875,Ethiopia,Somali,Shinile,41.875,9.791666666,424.2954392,0,938,0,1149.5
2606,ETH,ET10008,9632670,4158509,42.45833333,Ethiopia,Somali,Shinile,42.45833333,9.791666666,539.1171562,0,619.3,0,680.7
2607,ETH,ET10008,9632671,4158510,42.54166667,Ethiopia,Somali,Shinile,42.54166667,9.791666666,516.7443526,0,1165.8,0,1265
2608,ETH,ET10008,9632672,4158511,42.625,Ethiopia,Somali,Shinile,42.625,9.791666666,500.0380401,0,1240.2,0,1250.3
2609,ETH,ET10005,9632673,4158512,42.70833333,Ethiopia,Somali,Jijiga,42.70833333,9.791666666,501.2068587,309.3,0,1693.4,0
2610,ETH,ET10005,9632675,4158514,42.875,Ethiopia,Somali,Jijiga,42.875,9.791666666,500.3785464,262.5,619.2,0,721
2611,ETH,ET10005,9632676,4158515,42.95833333,Ethiopia,Somali,Jijiga,42.95833333,9.791666666,505.254671,324.8,664.2,2384.6,740
2612,ETH,ET10005,9632677,4158516,43.04166667,Ethiopia,Somali,Jijiga,43.04166667,9.791666666,491.0681821,420,774.5,3075.8,900.7
2613,ETH,ET10005,9632678,4158517,43.125,Ethiopia,Somali,Jijiga,43.125,9.791666666,483.5456191,928,0,2695.6,0
2614,ETH,ET04001,9642571,4162730,34.20833333,Ethiopia,Benishangul Gumuz,Asosa,34.20833333,9.708333333,1015.553858,999.3,1968,839.3,1287.8
2615,ETH,ET04001,9642575,4162734,34.54166667,Ethiopia,Benishangul Gumuz,Asosa,34.54166667,9.708333333,1293.08598,660.7,2124.7,839.3,1337.3
2616,ETH,ET04001,9642576,4162735,34.625,Ethiopia,Benishangul Gumuz,Asosa,34.625,9.708333333,1353.177346,748.1,533.2,504.5,416.7
2617,ETH,ET04001,9642577,4162736,34.70833333,Ethiopia,Benishangul Gumuz,Asosa,34.70833333,9.708333333,1295.383783,660.7,2118.9,839.3,1362.3
2618,ETH,ET04001,9642578,4162737,34.79166667,Ethiopia,Benishangul Gumuz,Asosa,34.79166667,9.708333333,1202.337744,660.7,2927.9,839.3,1642.9
2619,ETH,ET08014,9642579,4162738,34.875,Ethiopia,Oromia,West Wellega,34.875,9.708333333,1404.731956,0,3320.1,0,2527.8
2620,ETH,ET08014,9642580,4162739,34.95833333,Ethiopia,Oromia,West Wellega,34.95833333,9.708333333,1583.7251,0,4817.6,0,3837.3
2621,ETH,ET08014,9642581,4162740,35.04166667,Ethiopia,Oromia,West Wellega,35.04166667,9.708333333,1644.185013,2238.3,2584.4,1333.8,2361.4
2622,ETH,ET08014,9642582,4162741,35.125,Ethiopia,Oromia,West Wellega,35.125,9.708333333,1651.308986,2611.2,2332.8,1585.8,2058.8
2623,ETH,ET08014,9642583,4162742,35.20833333,Ethiopia,Oromia,West Wellega,35.20833333,9.708333333,1629.3957,2985.3,3214,1643.6,2726.5
2624,ETH,ET08014,9642584,4162743,35.29166667,Ethiopia,Oromia,West Wellega,35.29166667,9.708333333,1648.919763,2601.6,2536.1,1486,2274
2625,ETH,ET08014,9642585,4162744,35.375,Ethiopia,Oromia,West Wellega,35.375,9.708333333,1605.560959,1674.5,1845.6,913.7,1366.2
2626,ETH,ET04002,9642586,4162745,35.45833333,Ethiopia,Benishangul Gumuz,Kemashi,35.45833333,9.708333333,1619.07796,879.8,442.3,1213.7,469.1
2627,ETH,ET04002,9642587,4162746,35.54166667,Ethiopia,Benishangul Gumuz,Kemashi,35.54166667,9.708333333,1668.81769,1093.6,645.2,1694.9,826.7
2628,ETH,ET04002,9642588,4162747,35.625,Ethiopia,Benishangul Gumuz,Kemashi,35.625,9.708333333,1459.832906,0,1609.9,0,1524
2629,ETH,ET04002,9642589,4162748,35.70833333,Ethiopia,Benishangul Gumuz,Kemashi,35.70833333,9.708333333,1353.069072,0,2973.7,0,2861.3
2630,ETH,ET04002,9642590,4162749,35.79166667,Ethiopia,Benishangul Gumuz,Kemashi,35.79166667,9.708333333,1345.957952,0,3299.4,0,3227.1
2631,ETH,ET04002,9642591,4162750,35.875,Ethiopia,Benishangul Gumuz,Kemashi,35.875,9.708333333,1432.629668,0,2051.2,0,1891.1
2632,ETH,ET04002,9642593,4162752,36.04166667,Ethiopia,Benishangul Gumuz,Kemashi,36.04166667,9.708333333,1300.669444,0,1184.3,0,1251.2
2633,ETH,ET04002,9642594,4162753,36.125,Ethiopia,Benishangul Gumuz,Kemashi,36.125,9.708333333,1387.676709,0,2551.6,0,2511.1
2634,ETH,ET08006,9642595,4162754,36.20833333,Ethiopia,Oromia,East Wellega,36.20833333,9.708333333,1555.881457,0,1597.5,0,923.1
2635,ETH,ET08006,9642596,4162755,36.29166667,Ethiopia,Oromia,East Wellega,36.29166667,9.708333333,1596.088163,475.4,806.8,607.6,716.6
2636,ETH,ET08006,9642597,4162756,36.375,Ethiopia,Oromia,East Wellega,36.375,9.708333333,1573.772091,564,813.4,651.4,441.3
2637,ETH,ET08006,9642598,4162757,36.45833333,Ethiopia,Oromia,East Wellega,36.45833333,9.708333333,1630.141703,821.4,1441,1015.9,1261.1
2638,ETH,ET08006,9642599,4162758,36.54166667,Ethiopia,Oromia,East Wellega,36.54166667,9.708333333,1570.481536,835.9,1608.5,738.8,1338.3
2639,ETH,ET08006,9642600,4162759,36.625,Ethiopia,Oromia,East Wellega,36.625,9.708333333,1659.606689,658.8,1256.3,544.5,886.3
2640,ETH,ET08006,9642601,4162760,36.70833333,Ethiopia,Oromia,East Wellega,36.70833333,9.708333333,1614.954219,887.7,1828.9,753.5,1541.4
2641,ETH,ET08006,9642602,4162761,36.79166667,Ethiopia,Oromia,East Wellega,36.79166667,9.708333333,1630.771834,842.2,1461.4,855.5,794.9
2642,ETH,ET08006,9642603,4162762,36.875,Ethiopia,Oromia,East Wellega,36.875,9.708333333,1650.363324,540.7,747.7,597.9,370.6
2643,ETH,ET08006,9642604,4162763,36.95833333,Ethiopia,Oromia,East Wellega,36.95833333,9.708333333,1650.643822,1659.2,3195.1,2153.4,2417.3
2644,ETH,ET08006,9642605,4162764,37.04166667,Ethiopia,Oromia,East Wellega,37.04166667,9.708333333,1650.836708,1741.5,2200.5,1706.2,1783.2
2645,ETH,ET08006,9642606,4162765,37.125,Ethiopia,Oromia,East Wellega,37.125,9.708333333,1586.120455,1994.5,2345.9,1696.5,1848.1
2646,ETH,ET08006,9642607,4162766,37.20833333,Ethiopia,Oromia,East Wellega,37.20833333,9.708333333,1505.553138,2045.1,2668,2051.4,2050
2647,ETH,ET08006,9642608,4162767,37.29166667,Ethiopia,Oromia,East Wellega,37.29166667,9.708333333,1439.309965,2814.6,3631.9,2877.7,2852.2
2648,ETH,ET08006,9642609,4162768,37.375,Ethiopia,Oromia,East Wellega,37.375,9.708333333,1327.089444,1082.9,2112.1,977,1687.3
2649,ETH,ET08006,9642610,4162769,37.45833333,Ethiopia,Oromia,East Wellega,37.45833333,9.708333333,1276.516004,1439.8,2974.5,957.6,2481.3
2650,ETH,ET08006,9642611,4162770,37.54166667,Ethiopia,Oromia,East Wellega,37.54166667,9.708333333,1451.66984,3656.9,4874.2,2731.9,4099.4
2651,ETH,ET08006,9642612,4162771,37.625,Ethiopia,Oromia,East Wellega,37.625,9.708333333,1294.840745,0,1863.2,0,1428.4
2652,ETH,ET08013,9642613,4162772,37.70833333,Ethiopia,Oromia,West Shewa,37.70833333,9.708333333,1483.366333,2222.1,3182.7,1434.9,2838
2653,ETH,ET08013,9642614,4162773,37.79166667,Ethiopia,Oromia,West Shewa,37.79166667,9.708333333,1460.783635,500.2,670.5,496.2,805.9
2654,ETH,ET08013,9642615,4162774,37.875,Ethiopia,Oromia,West Shewa,37.875,9.708333333,1306.219753,243.5,333.6,272.1,493.7
2655,ETH,ET08013,9642616,4162775,37.95833333,Ethiopia,Oromia,West Shewa,37.95833333,9.708333333,1345.837479,466.6,677.9,454.4,768.7
2656,ETH,ET08013,9642617,4162776,38.04166667,Ethiopia,Oromia,West Shewa,38.04166667,9.708333333,1305.788715,262.4,434.8,266.1,513.1
2657,ETH,ET08010,9642618,4162777,38.125,Ethiopia,Oromia,North Shewa (K4),38.125,9.708333333,1257.172,191.4,349.1,196,680.6
2658,ETH,ET08010,9642619,4162778,38.20833333,Ethiopia,Oromia,North Shewa (K4),38.20833333,9.708333333,1164.52295,316.2,809.7,367.6,990
2659,ETH,ET08010,9642620,4162779,38.29166667,Ethiopia,Oromia,North Shewa (K4),38.29166667,9.708333333,1159.369451,341.8,882.4,370,965.3
2660,ETH,ET08010,9642621,4162780,38.375,Ethiopia,Oromia,North Shewa (K4),38.375,9.708333333,1132.795265,594.2,1186.4,749.7,1266.6
2661,ETH,ET08010,9642622,4162781,38.45833333,Ethiopia,Oromia,North Shewa (K4),38.45833333,9.708333333,1145.188667,1261.2,2495.7,1560.1,2489.4
2662,ETH,ET08010,9642623,4162782,38.54166667,Ethiopia,Oromia,North Shewa (K4),38.54166667,9.708333333,1209.010596,1355.1,2617.6,1040,2176.6
2663,ETH,ET08010,9642624,4162783,38.625,Ethiopia,Oromia,North Shewa (K4),38.625,9.708333333,1234.378276,1321.9,0,761.9,0
2664,ETH,ET08010,9642625,4162784,38.70833333,Ethiopia,Oromia,North Shewa (K4),38.70833333,9.708333333,1180.635664,1682.9,3481.2,1090.8,2416.3
2665,ETH,ET08010,9642626,4162785,38.79166667,Ethiopia,Oromia,North Shewa (K4),38.79166667,9.708333333,1110.863246,1951.6,4014.7,1632.6,3370.2
2666,ETH,ET08010,9642627,4162786,38.875,Ethiopia,Oromia,North Shewa (K4),38.875,9.708333333,962.5928113,889.1,1956.6,885.2,1716.2
2667,ETH,ET08010,9642628,4162787,38.95833333,Ethiopia,Oromia,North Shewa (K4),38.95833333,9.708333333,1058.263245,1399.7,2828.9,1245.6,2454.5
2668,ETH,ET03006,9642629,4162788,39.04166667,Ethiopia,Amhara,North Shewa (K3),39.04166667,9.708333333,1042.335692,3779.3,5339.1,2786.5,5064.3
2669,ETH,ET03006,9642630,4162789,39.125,Ethiopia,Amhara,North Shewa (K3),39.125,9.708333333,1037.28601,3850.3,5024.8,2782.1,4902.9
2670,ETH,ET03006,9642631,4162790,39.20833333,Ethiopia,Amhara,North Shewa (K3),39.20833333,9.708333333,1019.470726,3813.4,4838,2720.4,4688.2
2671,ETH,ET08010,9642632,4162791,39.29166667,Ethiopia,Oromia,North Shewa (K4),39.29166667,9.708333333,994.7872922,2368.8,3951.5,1516.5,3571.1
2672,ETH,ET08010,9642633,4162792,39.375,Ethiopia,Oromia,North Shewa (K4),39.375,9.708333333,996.1125531,1462.3,2233,1204.5,2052.6
2673,ETH,ET03006,9642634,4162793,39.45833333,Ethiopia,Amhara,North Shewa (K3),39.45833333,9.708333333,976.211272,2034.1,1968.7,2363.3,1977.8
2674,ETH,ET03006,9642635,4162794,39.54166667,Ethiopia,Amhara,North Shewa (K3),39.54166667,9.708333333,1039.889314,2448.5,2099.5,3289.2,2147.5
2675,ETH,ET03006,9642636,4162795,39.625,Ethiopia,Amhara,North Shewa (K3),39.625,9.708333333,1152.266086,2111.8,0,3112.8,0
2676,ETH,ET03006,9642637,4162796,39.70833333,Ethiopia,Amhara,North Shewa (K3),39.70833333,9.708333333,1301.658573,763.8,0,1128.8,0
2677,ETH,ET03006,9642638,4162797,39.79166667,Ethiopia,Amhara,North Shewa (K3),39.79166667,9.708333333,1165.273834,216.8,253.9,295.4,287.7
2678,ETH,ET02003,9642639,4162798,39.875,Ethiopia,Afar,Afar Zone 3,39.875,9.708333333,853.5537693,4134.4,713.4,1107.8,429.8
2679,ETH,ET02003,9642640,4162799,39.95833333,Ethiopia,Afar,Afar Zone 3,39.95833333,9.708333333,698.5890178,0,302.9,0,534.6
2680,ETH,ET02003,9642644,4162803,40.29166667,Ethiopia,Afar,Afar Zone 3,40.29166667,9.708333333,565.1622422,0,0,1411.5,0
2681,ETH,ET10008,9642662,4162821,41.79166667,Ethiopia,Somali,Shinile,41.79166667,9.708333333,494.4936678,0,1284.1,0,1081
2682,ETH,ET10008,9642663,4162822,41.875,Ethiopia,Somali,Shinile,41.875,9.708333333,504.8419517,0,689.5,0,942.6
2683,ETH,ET10008,9642664,4162823,41.95833333,Ethiopia,Somali,Shinile,41.95833333,9.708333333,525.0687933,0,957.5,0,965.5
2684,ETH,ET05001,9642666,4162825,42.125,Ethiopia,Dire Dawa,Dire Dawa,42.125,9.708333333,574.0097813,0,1184.7,0,2567.8
2685,ETH,ET05001,9642668,4162827,42.29166667,Ethiopia,Dire Dawa,Dire Dawa,42.29166667,9.708333333,567.3746936,0,147.5,0,330.1
2686,ETH,ET10008,9642669,4162828,42.375,Ethiopia,Somali,Shinile,42.375,9.708333333,585.1434585,0,503.1,0,641.3
2687,ETH,ET10008,9642671,4162830,42.54166667,Ethiopia,Somali,Shinile,42.54166667,9.708333333,574.9419915,0,2083.3,0,2160.1
2688,ETH,ET10008,9642672,4162831,42.625,Ethiopia,Somali,Shinile,42.625,9.708333333,580.9100806,0,1352.7,0,1283.1
2689,ETH,ET10005,9642673,4162832,42.70833333,Ethiopia,Somali,Jijiga,42.70833333,9.708333333,580.7798319,946.5,873,5253.1,876.4
2690,ETH,ET10005,9642674,4162833,42.79166667,Ethiopia,Somali,Jijiga,42.79166667,9.708333333,594.7521727,1517.2,1492.2,9400.3,1374
2691,ETH,ET10005,9642675,4162834,42.875,Ethiopia,Somali,Jijiga,42.875,9.708333333,559.4942414,1509.7,1343.4,10022.4,1375.2
2692,ETH,ET10005,9642676,4162835,42.95833333,Ethiopia,Somali,Jijiga,42.95833333,9.708333333,539.8429719,1552.4,1313.7,9987.8,1417.1
2693,ETH,ET10005,9642677,4162836,43.04166667,Ethiopia,Somali,Jijiga,43.04166667,9.708333333,505.8782888,1020,705,7361.3,866.2
2694,ETH,ET10005,9642678,4162837,43.125,Ethiopia,Somali,Jijiga,43.125,9.708333333,505.4610367,1125.2,721.8,8294.4,944
2695,ETH,ET10005,9642679,4162838,43.20833333,Ethiopia,Somali,Jijiga,43.20833333,9.708333333,495.3427317,1565.8,0,10437.1,1139.4
2696,ETH,ET08014,9652574,4167053,34.45833333,Ethiopia,Oromia,West Wellega,34.45833333,9.625,1229.42239,0,7567.4,0,6710.5
2697,ETH,ET08014,9652575,4167054,34.54166667,Ethiopia,Oromia,West Wellega,34.54166667,9.625,1262.314765,0,6505.4,0,5679.4
2698,ETH,ET04001,9652576,4167055,34.625,Ethiopia,Benishangul Gumuz,Asosa,34.625,9.625,1247.03397,660.7,3100,839.3,1920.6
